meal_name,Proteins,Carbs,Fats,Calories,pseudo_target
Steamed Balanced Snack,84.27,210.39,55.59,1623.0,0.60387987
Steamed Paleo Lunch,79.41,198.76,52.98,3219.0,0.6038768
Fried Paleo Dinner,87.82,218.82,58.79,2085.0,0.60387295
Raw Paleo Lunch,79.32,196.98,52.97,3236.0,0.6038728
Boiled Vegetarian Dinner,96.38,240.16,63.99,2207.0,0.6038666
Raw Keto Snack,96.65,243.28,64.55,2308.0,0.60385334
Steamed Low-Carb Lunch,88.47,220.08,58.4,1930.0,0.6038478
Baked Vegan Dinner,99.83,249.64,66.37,1993.0,0.6038441
Roasted Low-Carb Lunch,86.17,215.67,57.04,2875.0,0.6038431
Grilled Low-Carb Snack,83.11,209.9,55.54,1394.0,0.6038402
Baked Vegan Dinner,83.1,210.46,55.62,1648.0,0.60383666
Raw Balanced Dinner,87.07,218.79,58.48,1592.0,0.6038258
Fried Vegan Lunch,79.19,198.85,53.45,1162.0,0.60382456
Raw Low-Carb Lunch,95.05,234.92,62.74,1797.0,0.60380656
Fried Balanced Breakfast,79.96,199.62,53.39,2078.0,0.60380644
Fried Vegetarian Dinner,79.93,197.43,52.59,1223.0,0.6038032
Grilled Vegetarian Dinner,76.26,189.51,51.3,3393.0,0.6038012
Grilled Paleo Dinner,76.84,191.66,50.91,3245.0,0.603794
Steamed Paleo Snack,91.6,228.97,60.69,1074.0,0.60377574
Roasted Vegetarian Snack,85.71,213.91,57.03,1408.0,0.60377425
Baked Balanced Snack,96.33,242.06,64.36,2294.0,0.6037559
Steamed Paleo Dinner,87.8,221.46,58.77,2825.0,0.6037499
Baked Paleo Lunch,97.58,246.83,65.33,2363.0,0.60374624
Grilled Paleo Lunch,89.85,224.6,60.2,1147.0,0.60372716
Grilled Vegetarian Snack,92.83,229.13,61.66,1839.0,0.6037132
Steamed Vegetarian Lunch,76.68,191.83,50.5,1570.0,0.60371
Raw Paleo Lunch,78.84,198.59,52.9,1241.0,0.60370713
Baked Balanced Lunch,83.97,210.7,56.2,1524.0,0.6037041
Roasted Vegan Lunch,86.23,216.19,57.83,1564.0,0.60369694
Boiled Balanced Breakfast,88.69,221.41,58.65,3258.0,0.60369194
Raw Vegan Lunch,77.8,193.71,50.97,2015.0,0.6036907
Baked Keto Lunch,77.64,198.34,52.75,1200.0,0.6036727
Grilled Low-Carb Breakfast,78.88,199.59,52.49,2334.0,0.6036709
Boiled Keto Breakfast,76.73,189.95,50.8,3269.0,0.6036692
Steamed Balanced Lunch,76.61,190.8,51.23,3381.0,0.6036692
Raw Keto Breakfast,90.05,226.18,60.21,2047.0,0.6036596
Steamed Low-Carb Snack,77.72,194.97,51.2,2813.0,0.6036591
Steamed Vegan Dinner,91.87,230.4,61.38,2107.0,0.6036423
Baked Paleo Dinner,78.41,196.27,52.03,2212.0,0.6036395
Boiled Vegetarian Dinner,88.64,221.91,59.16,3053.0,0.6036384
Baked Keto Lunch,88.24,220.02,58.09,1690.0,0.60363203
Boiled Low-Carb Lunch,90.22,224.29,60.53,1536.0,0.60362965
Boiled Paleo Breakfast,92.86,231.77,61.84,3442.0,0.6036289
Grilled Balanced Breakfast,77.77,196.7,52.28,2723.0,0.60362774
Baked Vegetarian Dinner,83.5,207.43,55.27,1525.0,0.6036237
Fried Balanced Lunch,84.25,208.39,56.43,1755.0,0.6036174
Baked Paleo Dinner,89.28,224.79,60.07,2609.0,0.60359436
Raw Balanced Breakfast,96.58,242.31,65.11,2160.0,0.6035879
Fried Low-Carb Snack,87.46,217.16,58.12,2011.0,0.6035872
Fried Vegan Breakfast,85.67,213.49,56.0,1890.0,0.60358346
Baked Vegetarian Lunch,88.87,221.33,58.93,3260.0,0.60358274
Boiled Keto Breakfast,87.22,217.31,58.19,1978.0,0.60357815
Raw Low-Carb Breakfast,80.01,199.54,53.45,2176.0,0.6035722
Raw Paleo Dinner,94.27,236.83,62.99,1834.0,0.60356504
Boiled Balanced Lunch,78.37,194.86,52.45,2634.0,0.60356134
Fried Paleo Lunch,93.0,232.56,62.01,1750.0,0.6035509
Steamed Balanced Snack,84.05,213.83,56.32,1956.0,0.603546
Fried Keto Lunch,86.68,216.17,57.53,1719.0,0.6035458
Grilled Low-Carb Breakfast,78.36,195.08,52.51,2616.0,0.6035445
Steamed Low-Carb Dinner,96.29,241.37,64.92,2178.0,0.603541
Raw Low-Carb Breakfast,71.26,181.17,48.2,2004.0,0.6035377
Steamed Vegetarian Dinner,90.28,224.58,60.37,1622.0,0.60353255
Boiled Vegan Lunch,79.1,197.73,53.25,1232.0,0.6035134
Grilled Vegan Snack,89.12,224.59,59.87,2541.0,0.6035132
Boiled Vegetarian Breakfast,75.88,191.81,50.68,3191.0,0.6035132
Steamed Paleo Snack,93.15,231.64,61.95,1614.0,0.6035116
Grilled Balanced Dinner,89.02,224.09,60.13,2803.0,0.60350215
Raw Paleo Breakfast,87.55,221.32,58.84,1786.0,0.60350144
Baked Vegan Breakfast,78.15,195.55,52.28,2714.0,0.6035002
Boiled Vegan Snack,90.32,226.26,60.61,1715.0,0.60349464
Roasted Keto Snack,92.02,229.37,61.59,1966.0,0.60349274
Steamed Keto Dinner,87.65,221.43,58.79,1791.0,0.60347915
Roasted Vegan Snack,88.67,221.4,58.74,3174.0,0.60347253
Grilled Paleo Dinner,96.81,242.7,64.71,2227.0,0.6034696
Boiled Vegan Lunch,98.15,244.14,65.35,2149.0,0.60346854
Steamed Paleo Snack,82.67,208.57,55.87,1800.0,0.6034659
Fried Vegan Lunch,71.54,178.83,47.36,2078.0,0.60346144
Steamed Keto Snack,86.21,215.25,57.55,1481.0,0.6034593
Grilled Keto Snack,76.77,190.58,50.66,1606.0,0.6034571
Baked Paleo Dinner,76.7,189.66,51.04,1650.0,0.6034571
Grilled Balanced Breakfast,83.48,209.02,55.91,1445.0,0.60345626
Roasted Vegetarian Snack,82.92,209.12,55.59,1900.0,0.6034435
Boiled Balanced Breakfast,96.5,240.93,65.15,2138.0,0.6034335
Steamed Vegetarian Snack,82.04,207.52,54.95,2015.0,0.6034311
Grilled Low-Carb Snack,87.46,219.37,58.36,1372.0,0.603426
Grilled Vegan Lunch,80.24,201.3,53.13,2236.0,0.60342467
Baked Balanced Lunch,97.25,243.81,65.41,2324.0,0.6034209
Roasted Balanced Dinner,87.84,220.77,59.17,3079.0,0.60341346
Grilled Balanced Dinner,89.21,225.46,59.87,2603.0,0.60340935
Fried Vegetarian Lunch,87.9,219.58,59.22,1798.0,0.6034057
Boiled Low-Carb Lunch,92.03,229.61,61.34,1834.0,0.60339236
Fried Paleo Lunch,90.16,226.85,60.21,1187.0,0.6033918
Steamed Vegan Dinner,92.07,228.91,60.58,1300.0,0.6033909
Grilled Vegetarian Snack,85.74,216.39,57.77,3067.0,0.60338765
Raw Keto Snack,96.36,241.21,63.98,2083.0,0.6033872
Roasted Vegetarian Dinner,76.25,192.52,50.98,1643.0,0.6033756
Baked Balanced Breakfast,83.43,208.79,55.48,1890.0,0.6033724
Boiled Low-Carb Snack,88.03,217.27,58.02,1701.0,0.6033653
Roasted Vegetarian Snack,88.02,220.85,59.28,3221.0,0.6033636
Steamed Vegan Lunch,76.3,193.26,51.27,3364.0,0.60335505
Boiled Balanced Dinner,81.6,202.24,54.04,1934.0,0.60333866
Boiled Vegan Snack,90.31,227.16,60.46,1735.0,0.603336
Baked Balanced Breakfast,90.3,226.08,60.36,2106.0,0.60333365
Grilled Vegetarian Breakfast,96.67,241.62,64.06,2453.0,0.6033224
Raw Keto Snack,90.21,227.81,59.85,1549.0,0.60331255
Boiled Vegan Breakfast,95.9,240.86,64.28,2145.0,0.60330915
Fried Vegan Breakfast,93.64,235.53,63.13,2573.0,0.6032918
Raw Vegan Dinner,94.05,233.45,62.55,2783.0,0.6032918
Fried Keto Lunch,92.56,231.77,62.54,1676.0,0.6032793
Raw Low-Carb Lunch,72.16,180.02,48.43,1862.0,0.6032781
Baked Vegan Lunch,83.08,207.55,55.25,1854.0,0.60326475
Fried Balanced Dinner,89.09,224.63,59.7,1333.0,0.6032612
Grilled Vegetarian Dinner,87.37,219.49,58.19,1675.0,0.60326105
Fried Keto Snack,96.57,241.49,64.28,2336.0,0.60326105
Grilled Paleo Snack,78.6,193.42,52.37,2707.0,0.60325587
Steamed Keto Lunch,97.07,244.59,64.71,1956.0,0.60325485
Baked Low-Carb Lunch,92.34,230.08,61.43,1700.0,0.60325027
Raw Vegan Snack,84.08,207.66,55.76,1340.0,0.6032388
Boiled Paleo Snack,75.64,188.78,50.67,1784.0,0.6032369
Raw Vegan Dinner,87.41,220.77,58.39,1575.0,0.60323125
Boiled Vegetarian Dinner,79.35,199.49,53.06,2142.0,0.603228
Baked Balanced Lunch,79.7,200.52,52.92,1190.0,0.60322773
Steamed Vegan Snack,69.82,176.17,47.0,1269.0,0.60321873
Boiled Paleo Breakfast,87.7,218.84,58.48,1678.0,0.60320926
Roasted Vegan Snack,76.56,192.9,51.11,3373.0,0.60319495
Grilled Balanced Breakfast,97.21,241.02,64.57,2369.0,0.6031935
Steamed Paleo Lunch,82.96,209.47,55.29,1772.0,0.60318816
Roasted Low-Carb Breakfast,86.17,219.52,58.68,1854.0,0.6031859
Boiled Keto Snack,96.04,237.82,63.47,1258.0,0.6031854
Raw Vegetarian Lunch,72.0,179.81,48.15,1923.0,0.6031745
Grilled Low-Carb Lunch,89.5,225.27,59.79,2805.0,0.60317254
Grilled Low-Carb Breakfast,90.28,225.48,60.04,1491.0,0.6031704
Grilled Keto Snack,86.2,215.01,57.45,3007.0,0.6031672
Baked Keto Lunch,76.21,191.17,50.56,1774.0,0.6031606
Baked Balanced Breakfast,87.84,221.67,58.79,1902.0,0.60316026
Steamed Paleo Breakfast,82.93,205.62,54.65,2614.0,0.603159
Steamed Paleo Dinner,97.21,242.5,64.13,2364.0,0.6031577
Steamed Paleo Lunch,88.17,223.18,59.06,3026.0,0.60314846
Steamed Vegetarian Snack,95.92,240.92,64.01,2108.0,0.60314715
Steamed Paleo Lunch,96.28,240.89,64.52,2373.0,0.6031365
Boiled Balanced Lunch,80.06,198.49,53.16,2164.0,0.6031287
Steamed Vegan Dinner,93.95,236.39,62.69,2090.0,0.6031253
Steamed Paleo Dinner,90.17,224.03,59.86,1241.0,0.6031239
Steamed Low-Carb Snack,77.73,196.1,51.6,2715.0,0.6031235
Grilled Vegan Dinner,92.52,231.55,61.72,2073.0,0.6031214
Steamed Keto Breakfast,82.25,208.05,55.33,3103.0,0.6031181
Steamed Low-Carb Lunch,78.7,196.41,52.6,2673.0,0.6031178
Raw Low-Carb Breakfast,89.74,224.99,59.39,1272.0,0.60311204
Steamed Paleo Breakfast,90.81,230.11,60.73,2330.0,0.6031076
Raw Paleo Lunch,77.65,192.59,51.28,2222.0,0.6031054
Steamed Balanced Dinner,76.09,190.22,50.88,1563.0,0.6031049
Roasted Balanced Lunch,88.9,221.99,58.68,1836.0,0.6031024
Boiled Vegan Breakfast,86.56,216.38,57.65,2281.0,0.6031022
Steamed Paleo Dinner,82.24,206.45,55.0,1854.0,0.60309863
Raw Vegan Lunch,86.54,213.91,57.62,1381.0,0.6030934
Raw Vegan Breakfast,83.02,208.58,55.06,1824.0,0.60308725
Fried Low-Carb Dinner,90.46,223.88,60.59,1764.0,0.6030842
Fried Low-Carb Snack,84.31,211.9,56.21,1396.0,0.60307974
Boiled Vegan Snack,88.71,220.01,58.77,3234.0,0.60307854
Fried Vegetarian Breakfast,83.52,207.33,55.88,2079.0,0.60306734
Fried Paleo Snack,88.23,219.15,58.59,1848.0,0.6030642
Boiled Vegetarian Dinner,83.95,211.44,55.81,1784.0,0.6030609
Fried Keto Snack,80.16,200.6,53.35,2156.0,0.6030545
Grilled Keto Lunch,89.78,224.79,59.56,2704.0,0.6030535
Steamed Vegetarian Snack,93.35,230.44,61.51,1824.0,0.60304856
Roasted Keto Dinner,86.22,216.39,57.75,2837.0,0.60304105
Roasted Vegan Dinner,87.72,217.03,58.73,2095.0,0.60303694
Fried Vegan Dinner,82.58,206.31,54.33,2632.0,0.60303223
Baked Low-Carb Dinner,95.85,243.19,64.17,2230.0,0.6030315
Roasted Vegan Snack,82.82,207.73,55.55,1583.0,0.6030191
Steamed Paleo Snack,82.65,209.57,55.85,1985.0,0.6030188
Steamed Vegan Snack,84.67,211.34,56.09,2029.0,0.6030129
Raw Paleo Snack,72.32,180.17,47.93,1665.0,0.6030084
Fried Keto Snack,93.94,236.36,62.6,2628.0,0.6030067
Steamed Balanced Breakfast,87.93,220.32,58.49,1325.0,0.6030035
Raw Keto Snack,88.2,219.4,59.32,3312.0,0.6029965
Steamed Vegetarian Breakfast,92.26,231.66,61.16,1853.0,0.602987
Fried Paleo Dinner,79.31,197.73,53.3,1305.0,0.6029799
Boiled Balanced Breakfast,71.91,180.24,48.02,1841.0,0.602978
Boiled Keto Snack,85.99,211.91,56.77,1171.0,0.6029516
Fried Paleo Lunch,87.09,222.19,58.43,2018.0,0.60292804
Baked Vegetarian Breakfast,87.3,221.0,58.23,1905.0,0.6029232
Baked Paleo Lunch,82.11,205.86,54.48,2728.0,0.6029231
Boiled Balanced Lunch,88.13,219.51,58.6,1913.0,0.60292006
Roasted Keto Breakfast,89.52,221.91,60.07,2772.0,0.6029163
Raw Vegetarian Lunch,87.38,220.0,58.24,1451.0,0.60290915
Steamed Keto Snack,98.67,244.61,65.38,2295.0,0.6029072
Boiled Vegan Dinner,97.69,245.28,65.52,2228.0,0.6029072
Roasted Low-Carb Lunch,87.57,218.57,58.68,2049.0,0.60289836
Fried Low-Carb Breakfast,78.79,196.39,52.32,3319.0,0.6028972
Raw Keto Snack,90.16,224.17,60.21,1742.0,0.60289425
Grilled Vegan Dinner,71.38,179.2,47.6,2028.0,0.60289246
Baked Keto Breakfast,77.92,192.0,51.57,2431.0,0.60287356
Raw Vegan Lunch,86.04,217.0,57.84,2829.0,0.6028671
Roasted Keto Breakfast,90.08,226.1,59.57,1209.0,0.6028669
Roasted Low-Carb Breakfast,82.47,203.83,54.84,2631.0,0.6028635
Grilled Vegetarian Lunch,90.62,225.8,60.19,1474.0,0.6028529
Fried Low-Carb Lunch,79.71,199.42,51.86,3033.0,0.6028491
Roasted Keto Dinner,87.78,221.28,58.68,1917.0,0.60284424
Roasted Vegetarian Lunch,94.21,235.97,62.21,1907.0,0.60283923
Raw Paleo Snack,86.76,216.16,58.15,2394.0,0.60283405
Roasted Paleo Lunch,71.0,178.81,47.4,2082.0,0.6028278
Steamed Balanced Breakfast,83.38,207.97,56.05,1854.0,0.602823
Roasted Keto Breakfast,91.93,228.93,60.76,1285.0,0.6028172
Fried Vegetarian Snack,84.76,212.97,56.36,2031.0,0.6028135
Grilled Keto Snack,79.11,196.42,52.09,2813.0,0.6028001
Raw Keto Snack,76.4,191.22,50.71,3093.0,0.60279775
Boiled Balanced Dinner,97.23,239.66,64.13,2088.0,0.60279715
Fried Vegan Breakfast,96.08,240.31,64.21,2189.0,0.60279715
Steamed Vegetarian Snack,97.17,243.35,63.86,2235.0,0.6027969
Boiled Balanced Breakfast,82.51,205.13,54.43,2631.0,0.6027821
Boiled Keto Dinner,89.65,222.53,58.86,1517.0,0.60277873
Boiled Low-Carb Dinner,96.21,239.13,64.39,2239.0,0.60277724
Steamed Keto Breakfast,84.25,213.1,56.8,1825.0,0.6027767
Steamed Keto Breakfast,97.87,244.75,65.12,2372.0,0.6027742
Fried Balanced Snack,90.42,224.31,60.45,2070.0,0.6027724
Baked Balanced Dinner,72.36,180.83,47.94,1786.0,0.6027701
Raw Vegetarian Dinner,79.79,197.9,52.34,3252.0,0.60274965
Fried Keto Breakfast,87.38,222.32,58.8,2355.0,0.6027405
Fried Vegan Lunch,84.63,211.74,56.87,1262.0,0.60273284
Boiled Keto Dinner,77.26,193.59,51.53,2116.0,0.6027303
Baked Paleo Breakfast,75.99,190.41,50.86,1788.0,0.6027283
Baked Balanced Lunch,82.09,206.36,55.1,2477.0,0.60271823
Roasted Vegetarian Dinner,83.33,210.0,55.3,1717.0,0.60271573
Grilled Keto Lunch,83.39,210.29,55.25,2028.0,0.60271573
Steamed Keto Snack,70.84,178.7,48.16,2091.0,0.60271066
Boiled Vegan Breakfast,91.62,229.45,60.75,1255.0,0.60270923
Baked Low-Carb Lunch,96.84,240.5,64.22,2271.0,0.60269946
Baked Vegan Breakfast,69.71,174.44,46.5,1838.0,0.60268897
Grilled Low-Carb Snack,97.07,244.77,65.06,2354.0,0.60268784
Fried Balanced Dinner,97.39,244.04,64.99,2411.0,0.6026855
Steamed Keto Lunch,82.16,202.87,54.59,1895.0,0.6026822
Steamed Vegan Lunch,84.58,212.16,56.18,2122.0,0.60268134
Baked Keto Lunch,86.76,217.52,58.54,1857.0,0.60267794
Raw Keto Dinner,84.71,212.88,57.02,2102.0,0.6026679
Raw Balanced Snack,85.14,211.06,56.9,2122.0,0.6026679
Steamed Vegetarian Breakfast,96.84,240.1,64.01,2041.0,0.60266274
Grilled Low-Carb Snack,79.1,196.8,52.76,2274.0,0.60266083
Raw Vegetarian Lunch,78.06,192.45,51.76,2689.0,0.60265696
Fried Low-Carb Breakfast,87.17,218.31,58.18,2040.0,0.60265386
Baked Balanced Lunch,81.36,202.4,54.5,1762.0,0.60265374
Fried Vegan Lunch,85.63,216.46,58.17,1497.0,0.60264534
Raw Vegetarian Lunch,97.31,244.33,65.5,2507.0,0.6026407
Boiled Paleo Dinner,78.94,196.63,52.19,2696.0,0.60263646
Steamed Vegan Snack,96.45,239.14,63.86,2196.0,0.6026265
Steamed Vegetarian Snack,79.23,199.03,52.59,3223.0,0.6026238
Grilled Low-Carb Snack,78.19,195.25,52.18,2438.0,0.60261816
Fried Keto Dinner,88.56,221.5,59.14,2976.0,0.6026162
Boiled Keto Snack,79.32,197.82,52.81,2089.0,0.60260123
Fried Vegetarian Lunch,80.26,199.24,53.09,2041.0,0.602596
Grilled Balanced Lunch,91.82,232.11,61.15,3143.0,0.60258615
Steamed Vegan Lunch,79.67,197.59,52.34,2632.0,0.6025849
Baked Low-Carb Breakfast,94.26,234.61,63.15,1654.0,0.6025812
Boiled Balanced Snack,82.56,204.98,54.86,2608.0,0.6025704
Steamed Paleo Dinner,79.7,200.72,53.26,2255.0,0.6025687
Baked Keto Dinner,86.78,217.12,58.53,1551.0,0.60256845
Raw Paleo Snack,87.89,220.13,58.58,1869.0,0.60256815
Raw Vegetarian Snack,78.11,196.05,52.0,2609.0,0.60256565
Grilled Vegetarian Breakfast,76.17,191.12,50.94,1720.0,0.60256094
Boiled Vegan Snack,83.36,209.03,55.94,1420.0,0.6025592
Baked Low-Carb Breakfast,78.24,194.4,52.36,2490.0,0.6025448
Fried Paleo Breakfast,83.19,209.09,55.7,2048.0,0.60253537
Baked Vegetarian Breakfast,79.71,200.15,52.58,2143.0,0.6025319
Baked Keto Lunch,94.29,235.36,62.75,1984.0,0.6025199
Roasted Vegetarian Breakfast,84.24,206.79,55.47,1569.0,0.6025152
Steamed Vegetarian Lunch,80.07,202.4,53.56,2123.0,0.60251266
Grilled Balanced Breakfast,84.73,212.14,56.83,2142.0,0.6025026
Roasted Vegan Lunch,87.58,217.77,57.86,1858.0,0.60249525
Steamed Balanced Snack,90.07,223.54,60.25,2722.0,0.6024913
Baked Vegan Breakfast,78.5,197.16,52.77,3349.0,0.60248876
Raw Low-Carb Breakfast,97.74,243.31,65.33,2426.0,0.6024826
Steamed Keto Dinner,96.9,238.46,64.13,2167.0,0.6024822
Fried Keto Dinner,81.83,204.24,54.16,2553.0,0.60248196
Raw Paleo Snack,81.12,203.62,53.67,1912.0,0.6024807
Fried Vegetarian Snack,86.81,215.44,58.21,2385.0,0.60248005
Roasted Keto Snack,83.33,208.14,55.67,1801.0,0.60247374
Boiled Vegetarian Dinner,86.55,218.17,58.21,2562.0,0.60247177
Steamed Low-Carb Lunch,83.22,207.55,55.82,1888.0,0.60246915
Fried Vegetarian Breakfast,69.71,174.44,46.5,1845.0,0.60246265
Fried Paleo Breakfast,78.79,195.67,51.85,2470.0,0.6024616
Steamed Keto Dinner,92.14,229.28,61.34,2559.0,0.6024611
Grilled Keto Breakfast,96.8,240.83,64.61,2232.0,0.6024569
Roasted Balanced Breakfast,103.56,257.25,68.27,1547.0,0.60245025
Baked Paleo Lunch,96.11,239.24,64.49,1954.0,0.6024486
Fried Low-Carb Snack,76.45,189.84,50.78,1863.0,0.60244787
Fried Paleo Dinner,76.49,190.07,50.38,1596.0,0.60244787
Grilled Keto Breakfast,93.14,232.99,62.35,1673.0,0.60244685
Raw Balanced Lunch,81.75,204.93,54.47,2535.0,0.6024451
Grilled Balanced Dinner,93.1,233.02,62.35,1633.0,0.6024182
Steamed Paleo Breakfast,94.24,234.21,62.68,2020.0,0.60241413
Roasted Balanced Dinner,93.87,234.5,62.62,2019.0,0.60241413
Boiled Vegan Snack,79.59,196.79,51.96,2333.0,0.60240835
Roasted Low-Carb Dinner,85.1,211.31,56.91,1394.0,0.60239017
Roasted Paleo Breakfast,103.16,257.25,68.64,1837.0,0.60238934
Grilled Paleo Lunch,97.62,245.37,64.87,2361.0,0.60237736
Fried Keto Breakfast,97.61,245.68,64.88,2319.0,0.60237736
Fried Low-Carb Dinner,97.67,243.93,65.38,2259.0,0.60237736
Steamed Paleo Breakfast,91.81,231.18,60.74,1229.0,0.6023764
Steamed Keto Snack,90.93,227.77,60.7,2398.0,0.60237354
Roasted Keto Breakfast,78.68,196.69,52.23,2240.0,0.6023581
Baked Vegetarian Dinner,71.4,180.4,48.59,2002.0,0.60234565
Boiled Balanced Snack,93.66,235.0,63.1,1953.0,0.6023447
Grilled Vegetarian Snack,78.37,193.42,52.52,1665.0,0.60233945
Raw Vegetarian Lunch,91.66,229.07,60.72,1263.0,0.602339
Raw Low-Carb Breakfast,78.56,195.92,52.05,2595.0,0.6023314
Roasted Paleo Breakfast,77.08,192.72,51.54,2360.0,0.6023282
Fried Vegan Snack,86.38,217.13,58.07,1790.0,0.6023039
Baked Low-Carb Dinner,93.34,234.99,62.27,2759.0,0.6023013
Steamed Vegetarian Breakfast,78.12,195.63,52.24,1614.0,0.6022957
Raw Balanced Snack,81.21,202.32,54.53,1804.0,0.6022869
Grilled Vegan Lunch,83.16,208.39,55.31,1936.0,0.6022855
Steamed Low-Carb Breakfast,79.06,196.13,52.52,3149.0,0.6022821
Raw Keto Breakfast,75.56,188.97,50.91,1616.0,0.6022801
Raw Vegan Dinner,75.81,189.56,50.47,1573.0,0.6022801
Boiled Paleo Breakfast,82.94,205.01,54.23,2403.0,0.6022791
Grilled Low-Carb Snack,81.5,204.51,54.81,2600.0,0.6022768
Boiled Vegan Snack,78.17,197.7,52.22,2335.0,0.6022756
Boiled Vegan Lunch,80.46,200.16,53.34,1945.0,0.60227066
Boiled Keto Breakfast,77.87,196.78,52.73,2548.0,0.6022558
Roasted Low-Carb Dinner,81.62,201.92,54.17,1798.0,0.60225564
Roasted Low-Carb Lunch,82.59,207.16,55.08,2046.0,0.6022469
Raw Low-Carb Dinner,77.67,195.89,51.84,1775.0,0.60224575
Baked Balanced Breakfast,69.71,174.44,46.5,1719.0,0.6022339
Raw Vegan Dinner,69.71,174.44,46.5,1852.0,0.6022339
Grilled Balanced Snack,69.71,174.44,46.5,1888.0,0.6022339
Roasted Vegetarian Lunch,83.33,207.28,55.74,2044.0,0.6022298
Roasted Paleo Breakfast,94.18,235.63,62.5,2612.0,0.60222596
Boiled Balanced Lunch,102.74,259.33,68.97,1684.0,0.60222477
Boiled Balanced Lunch,102.91,258.44,69.03,1719.0,0.60222477
Fried Vegan Breakfast,79.05,196.96,52.24,3329.0,0.60221595
Roasted Paleo Snack,78.54,199.33,53.12,3139.0,0.60221595
Grilled Vegan Snack,69.71,174.44,46.5,1866.0,0.60220927
Roasted Low-Carb Snack,86.34,215.95,57.43,1557.0,0.6022058
Steamed Low-Carb Dinner,86.27,215.46,57.53,1697.0,0.6022058
Grilled Low-Carb Lunch,82.36,205.45,54.9,2607.0,0.6022021
Grilled Low-Carb Snack,79.8,198.8,53.01,2009.0,0.60219574
Roasted Low-Carb Lunch,77.35,190.64,50.88,3297.0,0.60219085
Steamed Vegan Breakfast,83.24,208.44,55.57,1781.0,0.6021857
Boiled Low-Carb Snack,86.53,218.21,57.1,1531.0,0.60217506
Steamed Vegetarian Snack,87.51,224.08,59.05,2939.0,0.60217446
Roasted Vegetarian Dinner,102.62,257.11,68.94,1692.0,0.6021566
Baked Balanced Dinner,87.98,219.61,58.39,1972.0,0.6021557
Fried Balanced Lunch,87.16,216.63,58.17,1948.0,0.6021465
Fried Balanced Dinner,78.81,193.29,51.85,2446.0,0.60214376
Baked Vegetarian Snack,75.59,190.45,51.24,1541.0,0.60213345
Fried Vegan Lunch,87.26,217.67,57.75,2016.0,0.6021276
Baked Low-Carb Breakfast,71.27,178.07,47.43,2120.0,0.6021176
Fried Low-Carb Breakfast,82.35,205.29,54.73,2687.0,0.6021089
Roasted Vegan Lunch,82.92,209.1,55.41,1788.0,0.60210735
Boiled Balanced Dinner,91.78,231.59,61.23,3105.0,0.60209185
Fried Vegan Breakfast,80.37,199.22,53.3,2061.0,0.6020915
Boiled Vegetarian Snack,90.34,225.92,60.0,1696.0,0.60209066
Boiled Keto Snack,90.16,224.11,59.68,1087.0,0.6020905
Boiled Low-Carb Snack,82.06,207.07,54.91,2585.0,0.6020844
Boiled Vegetarian Snack,82.17,206.4,54.7,2555.0,0.60207826
Fried Low-Carb Dinner,103.19,258.65,68.06,1724.0,0.60207504
Raw Vegetarian Snack,103.51,259.06,69.0,1609.0,0.60207504
Boiled Low-Carb Lunch,102.7,258.32,68.58,1702.0,0.60207504
Roasted Paleo Snack,103.93,257.45,68.74,1773.0,0.60207504
Boiled Paleo Dinner,103.47,258.02,68.53,1688.0,0.60207504
Roasted Vegan Dinner,80.18,201.76,53.65,1734.0,0.6020711
Fried Low-Carb Lunch,102.77,256.7,68.62,1510.0,0.6020574
Roasted Balanced Snack,69.71,176.29,47.28,1497.0,0.60204554
Roasted Low-Carb Snack,77.64,194.54,52.5,1680.0,0.60204107
Boiled Keto Dinner,91.84,232.99,61.46,3002.0,0.6020388
Grilled Keto Snack,82.04,205.78,54.6,2610.0,0.60203874
Grilled Keto Snack,82.2,206.15,54.88,2466.0,0.60203874
Raw Paleo Breakfast,85.13,211.79,56.86,1873.0,0.6020371
Steamed Paleo Dinner,83.59,210.75,56.14,1263.0,0.6020367
Fried Low-Carb Lunch,76.29,192.86,51.63,3300.0,0.6020262
Fried Keto Snack,87.65,218.95,57.53,2112.0,0.6020246
Steamed Paleo Dinner,96.35,241.2,64.14,1974.0,0.60202336
Steamed Low-Carb Lunch,86.53,216.33,58.09,1658.0,0.6020097
Raw Vegan Breakfast,83.33,207.9,55.65,2042.0,0.60200906
Fried Paleo Breakfast,86.73,216.46,58.11,1456.0,0.6019758
Fried Vegan Breakfast,75.53,192.48,49.84,1579.0,0.6019605
Fried Balanced Breakfast,85.88,211.77,56.74,2079.0,0.60195714
Steamed Vegan Breakfast,97.52,245.34,65.58,2336.0,0.6019453
Raw Vegetarian Breakfast,98.38,244.74,65.52,2212.0,0.6019453
Steamed Keto Breakfast,78.91,197.17,52.35,2471.0,0.60194486
Boiled Balanced Dinner,87.23,218.67,58.31,1343.0,0.60194176
Raw Keto Snack,85.05,212.54,56.82,2127.0,0.6019374
Baked Balanced Breakfast,77.08,193.2,51.31,2347.0,0.601932
Roasted Vegetarian Lunch,91.39,227.66,60.89,2413.0,0.6019301
Grilled Paleo Dinner,78.25,196.81,52.02,1691.0,0.60192233
Grilled Balanced Breakfast,90.11,224.95,60.01,1532.0,0.60191643
Baked Vegan Dinner,86.78,217.49,58.4,1993.0,0.6019087
