Name of Exercise,Workout_Type,Target Muscle Group,Body Part,Type of Muscle,Difficulty Level,Calories_Burned,Sets,Reps,Burns Calories (per 30 min),E,I,S,D,R
Glute Bridges,Cardio,Full Core,Forearms,Quads,1,1045.53,5,23,339.86,0.557953397534127,0.5370993599214847,0.9166666666666666,0.3921568627450981,0.6659037129015501
Leg Raises,Cardio,"Rear Deltoids, Upper Back",Arms,Lower,1,1190.4,5,24,370.4,0.6465286340817408,0.4183973843626147,0.9583333333333334,0.4901960784313726,0.7291115502267018
Frog Jumps,Strength,"Upper Chest, Triceps",Shoulders,Lower,2,2060.78,4,24,348.82,0.7733593195079669,0.5945683120735811,0.35833333333333334,0.830065359477124,0.8246977141519013
Kettlebell Swings,Cardio,Full Core,Forearms,Wrist Extensors,1,1283.63,4,18,346.13,0.6167109313996272,0.6178339095408028,0.5583333333333333,0.633986928104575,0.6753257573377278
Plyo Squats,Strength,"Upper Back, Rear Deltoids",Abs,Anterior,3,1119.72,5,19,364.26,0.6206290914438188,0.1720549405966646,0.22222222222222224,0.4183006535947712,0.32246997201603933
Lat Pulldowns,Yoga,"Back, Core, Shoulders",Legs,Upper,2,601.69,5,22,347.86,0.4873389686932283,0.8716763753955189,0.4166666666666667,0.27450980392156865,0.5680085103453992
Tricep Dips,Cardio,Core,Chest,Lats,2,1213.3,4,16,346.07,0.6028972531856127,0.18678099757773053,0.225,0.5816993464052287,0.605659378535231
Burpees,Cardio,"Core, Shoulders, Legs",Shoulders,Posterior,1,855.15,5,18,352.7,0.546260960692779,0.4289000785172363,0.7083333333333334,0.31372549019607837,0.7994474902107093
Turkish Get-ups,Cardio,"Back, Hamstrings, Glutes",Forearms,Middle,3,1191.39,4,21,344.56,0.5956461440440716,0.74397225652475,0.19166666666666668,0.4901960784313726,0.7190655558550823
Bench Press,HIIT,"Legs, Shoulders, Core",Back,Upper,1,1672.84,3,12,179.6,0.36333753993001555,0.6823028742461809,0.25833333333333336,0.5816993464052287,0.530907617603831
Wall Angels,Cardio,"Lower Back, Glutes",Back,Lower,3,670.02,5,17,345.16,0.49530778685773447,0.35848559862751705,0.19444444444444445,0.17647058823529413,0.40360404525002647
Kettlebell Swings,Strength,"Quadriceps, Hamstrings, Glutes",Abs,Wrist Flexors,2,1357.4,5,25,348.37,0.635503448848195,0.7737181099902345,0.4791666666666667,0.503267973856209,0.6810295491722282
Step-ups,HIIT,"Glutes, Hamstrings, Core",Forearms,Middle,2,1632.02,5,15,344.82,0.6819621942638902,0.0036924150201135147,0.2708333333333333,0.5620915032679737,0.7225945752632874
Burpees,Yoga,Full Body,Arms,Grip Strength,3,633.6,5,20,352.99,0.5036926197015393,0.2628337208989966,0.23611111111111113,0.30718954248366004,0.46768820122699273
Face Pulls,Strength,"Chest, Triceps",Shoulders,Lats,3,833.11,5,17,375.13,0.5863042715113973,0.31028297475020805,0.19444444444444445,0.2287581699346405,0.3938584257438036
Lunges,HIIT,"Core, Shoulders, Hips",Shoulders,Anterior,3,1538.1,4,17,352.25,0.6783596409752864,0.6726174868915636,0.14722222222222223,0.5098039215686274,0.37176117333774994
Box Jumps,HIIT,"Back, Core, Shoulders",Legs,Upper,2,1349.77,4,16,357.64,0.6523407441919584,0.9294698173263825,0.225,0.3464052287581699,0.5447379033711723
Scissors Kicks,HIIT,Lower Abs,Abs,Grip Strength,2,1450.68,4,23,370.12,0.696658480570545,0.47074321461391977,0.3416666666666667,0.4640522875816993,0.5468261112724586
Decline Push-ups,Strength,"Back, Core, Shoulders",Chest,Quads,3,2095.91,4,21,346.94,0.7764840427608186,0.2529417981898348,0.19166666666666668,0.849673202614379,0.8801023876398927
Lat Pulldowns,Cardio,"Chest, Triceps, Shoulders",Abs,Lats,3,1057.92,4,15,309.87,0.5010879064263464,0.579412319256377,0.125,0.4640522875816993,0.518206715714703
Plank,Cardio,"Core, Obliques",Shoulders,Anterior,2,1723.74,4,22,353.11,0.7162084565264978,0.687129263517359,0.325,0.764705882352941,0.5834094238616595
Seated Rows,HIIT,"Triceps, Chest",Abs,Lats,1,1160.54,4,18,370.06,0.6400420715185464,0.33790634105776834,0.5583333333333333,0.30718954248366004,0.8561253684796898
Bicep Curls,HIIT,"Glutes, Hamstrings",Back,Triceps,1,1101.1,4,23,335.49,0.5601365942880199,0.23002366498645352,0.725,0.27450980392156865,0.844601263465193
Zottman Curls,Strength,"Chest, Triceps",Legs,Lower,3,2258.1,5,19,356.51,0.8269826933333793,0.13989271214996182,0.22222222222222224,0.9411764705882353,0.605376266700685
Bear Crawls,HIIT,"Lower Abs, Hip Flexors",Legs,Quads,3,1729.2,4,16,369.05,0.7487786183262981,0.2706845443858849,0.1361111111111111,0.5359477124183007,0.523165679408853
Bicep Curls,Strength,"Upper Chest, Triceps",Back,Anterior,2,770.8,5,22,351.23,0.5269302215013508,0.3703471429702934,0.4166666666666667,0.18954248366013077,0.5939095174824285
Push Ups,Cardio,"Back, Core, Shoulders",Back,Anterior,3,1949.29,5,19,344.31,0.7427348604377534,0.3769740162807485,0.22222222222222224,0.9019607843137255,0.6927967306424685
Dead Bugs,HIIT,Full Body,Forearms,Wrist Extensors,1,2531.1,4,24,350.03,0.8673345530893648,0.6079891030990912,0.7583333333333333,0.8366013071895425,0.8196911345409634
Dips,Strength,"Core, Shoulders, Hips",Legs,Grip Strength,1,1826.6,5,18,332.73,0.6959549282907995,0.5898386997321139,0.7083333333333334,0.6993464052287582,0.7183023321365839
Turkish Get-ups,Cardio,Triceps,Arms,Lateral,2,1976.0,4,21,361.14,0.7812021219966596,0.5274696912646312,0.30833333333333335,0.9215686274509802,0.6099057369970814
Thrusters,Strength,"Back, Hamstrings, Glutes",Abs,Lats,1,603.9,4,19,332.24,0.4568948666886687,0.36619330856074644,0.5916666666666667,0.07843137254901963,0.9573551456051221
Burpees,Yoga,"Lower Back, Glutes",Shoulders,Posterior,2,1059.28,4,24,330.93,0.5429798685655148,0.2759006813299759,0.35833333333333334,0.6405228758169934,0.877549928727296
Tricep Dips,Cardio,"Core, Shoulders, Legs",Arms,Wrist Extensors,1,1919.56,4,20,354.03,0.7561581789896682,0.32879510123702443,0.625,0.8888888888888887,0.5876838109971265
Turkish Get-ups,Strength,"Quadriceps, Calves, Glutes",Legs,Middle,2,1329.51,5,25,349.21,0.6317328811504013,0.5373595412632592,0.4791666666666667,0.4836601307189542,0.6347806159159259
Plyometric Push-ups,Yoga,"Glutes, Hamstrings, Core",Chest,Lateral,3,409.57,4,21,352.63,0.4593565700224703,0.547402736707978,0.19166666666666668,0.08496732026143794,0.6059706246847719
Scissors Kicks,HIIT,"Quadriceps, Hamstrings, Glutes",Arms,Quads,3,1548.8,5,18,342.12,0.6604202810763355,0.1035160120962705,0.20833333333333334,0.5163398692810457,0.5251591691001578
Zottman Curls,Strength,"Lower Back, Glutes",Back,Upper,3,2010.85,5,23,360.53,0.7867826002632001,0.242260811697656,0.2777777777777778,0.803921568627451,0.8187571365534089
Bench Press,HIIT,"Core, Lower Back",Back,Lower Chest,1,725.34,5,17,349.69,0.5150340162066407,0.6634005512724226,0.6666666666666666,0.07189542483660132,0.8894975735981302
Dead Bugs,Strength,Shoulders,Legs,Lower Chest,3,2224.71,4,21,338.04,0.7839730425993745,0.6227997895387749,0.19166666666666668,0.9215686274509802,0.6747988657193796
Deadlifts,HIIT,"Upper Back, Rear Deltoids",Shoulders,Wrist Flexors,1,1426.79,5,23,339.51,0.6315028385378653,0.5325276797697139,0.9166666666666666,0.3856209150326798,0.6765001382099216
Bulgarian Split Squats,HIIT,"Shoulders, Upper Back",Arms,Quads,1,2860.0,5,15,346.28,0.9239677085346103,0.7628537311295994,0.5833333333333334,0.9869281045751632,0.5588335451309385
Leg Press,HIIT,"Glutes, Hamstrings, Core",Shoulders,Anterior,3,2647.54,4,23,329.77,0.8499625961268298,0.20809021804189673,0.2138888888888889,0.8888888888888887,0.6071269008373726
Bird Dogs,HIIT,"Shoulders, Triceps",Shoulders,Lateral,3,1900.8,5,17,339.33,0.7234491412508971,0.8042904280043356,0.19444444444444445,0.6209150326797384,0.5563168757585473
Bicycle Crunches,HIIT,"Chest, Triceps",Abs,Anterior,2,1465.2,5,16,361.2,0.6818546566235868,0.3367861749127438,0.2916666666666667,0.4052287581699347,0.785230758079885
Squats,Cardio,"Lower Chest, Triceps",Chest,Posterior,2,999.23,5,19,355.97,0.5807805610122982,0.5450846780917529,0.3541666666666667,0.3594771241830066,0.39995158377859186
Box Jumps,HIIT,"Quadriceps, Calves, Glutes",Chest,Triceps,2,1647.1,4,16,340.39,0.6761423378354117,0.5189079422114548,0.225,0.5686274509803922,0.5400768684348332
Zottman Curls,Cardio,"Lower Chest, Triceps",Shoulders,Triceps,2,951.26,4,19,364.34,0.5879836705237029,0.3376680131197279,0.275,0.3856209150326798,0.6438063465835329
Dragon Flags,Yoga,"Upper Back, Rear Deltoids",Arms,Lats,3,760.66,4,24,371.33,0.5646853009744424,0.6988164084056674,0.225,0.37254901960784315,0.641961358993511
Incline Push-ups,Cardio,"Chest, Triceps",Chest,Posterior,1,1125.07,4,22,347.0,0.5875548099763168,0.4196707360974452,0.6916666666666667,0.4444444444444443,0.6457845670503708
Deadlifts,HIIT,"Quadriceps, Hamstrings, Glutes",Abs,Lateral,3,1654.69,5,21,337.56,0.672026538712543,0.5438968362877117,0.25,0.5751633986928104,0.5803733135350837
Scissors Kicks,Cardio,"Quadriceps, Glutes",Arms,Lower,2,712.15,5,22,336.01,0.4854257315425622,0.1663435695576972,0.4166666666666667,0.20915032679738563,0.7146361333738446
Dragon Flags,Yoga,"Core, Obliques",Chest,Lats,2,902.56,5,15,334.34,0.5192025996654245,0.46678377689627126,0.2708333333333333,0.5751633986928104,0.6128901717974493
Wall Angels,Strength,"Chest, Triceps, Shoulders",Legs,Lateral,3,1188.0,4,17,351.35,0.6084071170128432,0.5291940586559414,0.14722222222222223,0.3986928104575163,0.5394444168714259
Windshield Wipers,Cardio,"Back, Core, Shoulders",Arms,Lateral,3,1240.8,4,25,330.53,0.5775359004982303,0.19273161282124418,0.23611111111111113,0.6013071895424835,0.43722699308272894
Tricep Extensions,Yoga,"Core, Shoulders, Legs",Shoulders,Lats,3,357.05,5,17,363.21,0.4700419556220661,0.21390871571879996,0.19444444444444445,0.032679738562091575,0.38014032570020273
Renegade Rows,Cardio,"Glutes, Hamstrings, Core",Legs,Lower,1,1828.99,5,20,373.87,0.777737527827318,0.2794298406436236,0.7916666666666666,0.830065359477124,0.7968772222906139
Glute Bridges,Cardio,"Lower Chest, Triceps",Arms,Wrist Extensors,3,783.91,4,19,369.35,0.5652990191638284,0.45635130789008943,0.16944444444444443,0.261437908496732,0.3682202166698354
Shoulder Press,HIIT,Full Core,Legs,Quads,3,1371.03,5,22,348.22,0.6378610752089338,0.2672417599405576,0.2638888888888889,0.4183006535947712,0.47265753466961813
Resistance Band Pull-Aparts,HIIT,"Obliques, Core",Chest,Upper,3,2686.33,4,18,341.58,0.8808596308540895,0.3659311161324106,0.15833333333333333,0.9084967320261438,0.7667987129433738
Step-ups,Yoga,"Chest, Triceps",Forearms,Grip Strength,2,1217.74,5,17,340.18,0.5921196799401764,0.8083995043682038,0.3125,0.6993464052287582,0.4365914301697946
Glute Bridges,Cardio,"Rear Deltoids, Upper Back",Chest,Quads,3,1249.04,4,25,363.96,0.6452180838010029,0.27826255006530415,0.23611111111111113,0.5294117647058822,0.684328669215121
Dead Bugs,Strength,"Biceps, Forearms",Back,Triceps,1,1503.7,5,15,358.5,0.6840147970168493,0.6332301313777248,0.5833333333333334,0.5882352941176469,0.7061178981518446
Bulgarian Split Squats,Cardio,Shoulders,Chest,Lateral,3,1145.04,4,17,333.72,0.5651942796326433,0.5266320454091566,0.14722222222222223,0.5294117647058822,0.5723963445413691
Step-ups,Cardio,"Lower Abs, Hip Flexors",Forearms,Wrist Flexors,3,1008.84,5,16,375.9,0.622045458268718,0.44151627504573177,0.18055555555555555,0.3660130718954248,0.4979927692149788
Kettlebell Swings,HIIT,"Quadriceps, Glutes",Forearms,Posterior,3,1669.8,4,25,366.53,0.7322308668862619,0.6170094511967605,0.23611111111111113,0.5816993464052287,0.4416967421048248
Superman,Yoga,"Shoulders, Upper Back",Abs,Upper,3,640.2,5,20,339.3,0.47791819739685854,0.21279071419547088,0.23611111111111113,0.31372549019607837,0.5149743539273439
Renegade Rows,Strength,"Chest, Triceps",Back,Lats,1,1930.5,5,17,363.46,0.7769277924294855,0.47807146085441804,0.6666666666666666,0.7581699346405227,0.888838999338187
Plank,Strength,"Legs, Shoulders, Core",Back,Grip Strength,2,2330.09,4,24,365.74,0.859245012093103,0.5231165735093664,0.35833333333333334,0.980392156862745,0.8623511004903462
Dragon Flags,Strength,Quadriceps,Shoulders,Lats,1,1200.8,5,24,344.59,0.5975378139925679,0.24372830884720698,0.9583333333333334,0.4052287581699347,0.8067033893506401
Dragon Flags,HIIT,"Core, Obliques",Forearms,Quads,1,2389.94,5,25,327.52,0.7953538247862137,0.879391283539582,1.0,0.7712418300653592,0.6099415153040068
Lateral Raises,HIIT,"Lower Abs, Hip Flexors",Back,Triceps,2,1915.6,4,25,353.18,0.7537069563446462,0.3225808074695868,0.375,0.6274509803921569,0.8001898773153506
Face Pulls,Cardio,"Quadriceps, Calves, Glutes",Back,Lats,2,1276.8,4,19,357.14,0.6371432865127195,0.08903731191120334,0.275,0.5490196078431373,0.8847058754964788
Wall Angels,HIIT,"Quadriceps, Glutes",Back,Posterior,3,1598.53,5,24,364.41,0.7141623561883841,0.4728830680533519,0.2916666666666667,0.47058823529411753,0.6025382732097367
Mountain Climbers,HIIT,"Quadriceps, Hamstrings, Glutes",Abs,Middle,3,1174.77,5,20,369.77,0.6422398099105828,0.4396639994801968,0.23611111111111113,0.31372549019607837,0.1502274145161029
Frog Jumps,HIIT,"Lower Chest, Triceps",Arms,Posterior,3,1334.31,4,17,325.74,0.5862768324292466,0.2560952722898922,0.14722222222222223,0.33986928104575165,0.5610150381840876
Dips,Strength,"Quadriceps, Glutes",Back,Wrist Flexors,2,1181.12,4,17,369.94,0.6438123417695427,0.30414103777261114,0.24166666666666667,0.3921568627450981,0.6810769789086155
Plyometric Push-ups,Cardio,"Shoulders, Upper Back",Abs,Wrist Flexors,2,1686.1,5,15,328.5,0.6602349139874143,0.626747585231102,0.2708333333333333,0.738562091503268,0.822118048916644
Rows,Yoga,"Triceps, Chest",Arms,Upper,3,952.78,5,19,370.18,0.599822981112626,0.5986037317662835,0.22222222222222224,0.5424836601307189,0.6570125781999994
Tricep Dips,Yoga,"Back, Core, Shoulders",Shoulders,Posterior,2,1340.57,5,15,341.8,0.6192399667118483,0.5436621606236971,0.2708333333333333,0.803921568627451,0.9103332097670702
Pistol Squats,Cardio,"Quadriceps, Glutes",Abs,Lower,3,1883.85,5,15,356.42,0.7539285791497836,0.43826955964535025,0.16666666666666666,0.8627450980392157,0.8159346155979257
Mountain Climbers,Cardio,"Quadriceps, Calves, Glutes",Chest,Triceps,3,994.4,5,25,345.21,0.5585718495461828,0.26324494285049516,0.3055555555555555,0.4183006535947712,0.5562718981025147
Dips,HIIT,"Lower Chest, Triceps",Back,Lower Chest,2,1519.26,4,19,362.59,0.6951290162981656,0.5514184192679105,0.275,0.4313725490196078,0.7478321138941173
Bulgarian Split Squats,Strength,"Glutes, Hamstrings, Core",Arms,Posterior,1,2109.24,5,18,328.65,0.7429277800888305,0.31942491629304026,0.7083333333333334,0.8562091503267972,0.8000644734516837
Tricep Dips,Yoga,Core,Abs,Lower Chest,2,1226.48,4,21,335.19,0.5839583660478623,0.5517306394756589,0.30833333333333335,0.7058823529411765,0.5247896479116573
Bicycle Crunches,Strength,Triceps,Shoulders,Anterior,2,1230.17,4,22,338.01,0.5902509089302868,0.5360052906260537,0.325,0.4248366013071894,0.8895931103437505
Russian Twists,Strength,"Upper Chest, Triceps",Chest,Quads,1,1040.44,4,24,360.7,0.5981545253558196,0.5297893512431281,0.7583333333333333,0.3660130718954248,0.9487032137085227
Windshield Wipers,Strength,Core,Arms,Lats,3,1274.4,4,15,350.41,0.6233734455981547,0.4844262398708841,0.125,0.4509803921568627,0.5840436852278432
Burpees,Yoga,"Shoulders, Triceps",Abs,Lateral,2,1256.77,5,20,350.83,0.6207705962920994,0.8163269077393885,0.375,0.7320261437908497,0.757103476264192
Rows,HIIT,"Legs, Core",Arms,Quads,2,1877.52,4,15,359.42,0.7586257545883459,0.39589065071829105,0.20833333333333334,0.6078431372549018,0.8188634677789528
Bicep Curls,Strength,"Chest, Triceps",Abs,Triceps,1,2002.24,5,15,341.74,0.7479657497298267,0.542092312585273,0.5833333333333334,0.7973856209150325,0.9086250700660197
Pull-ups,Strength,"Lower Abs, Hip Flexors",Shoulders,Grip Strength,2,1428.19,4,23,337.96,0.6287117295035773,0.4917847041602232,0.3416666666666667,0.6209150326797384,0.5896363334502308
Box Jumps,Strength,"Back, Core, Shoulders",Forearms,Posterior,2,1293.84,4,16,338.42,0.6034595206999951,0.3554101492141412,0.225,0.4640522875816993,0.4725274434187008
Dragon Flags,Strength,"Obliques, Core",Abs,Grip Strength,1,1125.07,4,16,361.21,0.6156422546315983,0.5182593519646889,0.49166666666666664,0.3594771241830066,0.6382660523780745
Lat Pulldowns,Strength,"Obliques, Core",Back,Quads,2,1564.7,4,20,343.86,0.6669557040486742,0.5937318468371217,0.2916666666666667,0.6274509803921569,0.600258963705176
Lat Pulldowns,Strength,"Quadriceps, Calves, Glutes",Forearms,Grip Strength,2,1356.3,3,12,179.79,0.3020745126963607,0.6782016423951024,0.10833333333333334,0.5751633986928104,0.4303724699267901
Frog Jumps,Yoga,"Glutes, Hamstrings, Core",Forearms,Grip Strength,1,755.37,4,24,371.42,0.5638330939613297,0.6990818935092586,0.7583333333333333,0.3660130718954248,0.7417816541594251
Flutter Kicks,HIIT,Shoulders,Back,Triceps,1,822.05,4,20,364.84,0.5638114174490015,0.408136227317144,0.625,0.12418300653594776,0.815738158113672
Russian Twists,Yoga,"Obliques, Core",Abs,Lateral,1,579.22,4,23,344.53,0.4763814062647065,0.3950608395374583,0.725,0.25490196078431365,0.5489940868200573
Frog Jumps,Cardio,"Chest, Triceps",Abs,Lower Chest,1,740.54,4,16,338.27,0.4954211132407152,0.10080722885359412,0.49166666666666664,0.2287581699346405,0.677089108272674
Plank,HIIT,"Biceps, Forearms",Chest,Lats,2,1463.98,3,10,275.98,0.513171486806796,0.3278042126078792,0.08333333333333333,0.4052287581699347,0.7681545332183025
Plyometric Push-ups,Strength,"Upper Back, Rear Deltoids",Abs,Upper,3,959.43,5,17,362.73,0.5863922609543443,0.4679445162298318,0.19444444444444445,0.31372549019607837,0.3523502075223397
Plyo Squats,Cardio,Core,Legs,Wrist Flexors,2,1151.75,4,20,350.25,0.5991740412657266,0.5091062454807276,0.2916666666666667,0.5359477124183007,0.531073147941319
Burpees,Cardio,"Rear Deltoids, Upper Back",Shoulders,Lats,2,1178.83,4,20,365.22,0.6340368808711734,0.2189733509092349,0.2916666666666667,0.4836601307189542,0.6040931375641587
Scissors Kicks,Strength,"Quadriceps, Calves, Glutes",Back,Grip Strength,2,1940.71,5,17,362.8,0.7776113912175197,0.47927356528149845,0.3125,0.764705882352941,0.8878597952121492
Wall Angels,Yoga,"Lower Back, Glutes",Shoulders,Triceps,3,856.44,4,17,333.71,0.5089765785366662,0.5184480823440261,0.14722222222222223,0.5294117647058822,0.5631861013995394
Squats,Strength,Shoulders,Chest,Wrist Extensors,2,1367.44,4,19,352.55,0.6457206741272137,0.6007745676309526,0.275,0.5816993464052287,0.36538189625655015
Pistol Squats,HIIT,"Upper Chest, Triceps",Abs,Triceps,3,1699.96,4,19,348.1,0.7016751198737075,0.5184183527682026,0.16944444444444443,0.5228758169934641,0.8289842712794159
Burpees,HIIT,"Full Body, Core, Shoulders",Arms,Lower Chest,2,1367.3,5,21,370.34,0.6808570747207121,0.12372384678276195,0.3958333333333333,0.4183006535947712,0.6844295826765006
Resistance Band Pull-Aparts,HIIT,"Lower Back, Glutes",Abs,Lats,3,1387.7,4,19,330.4,0.6058841981428378,0.9000148184825201,0.16944444444444443,0.4313725490196078,0.3005315633042047
Mountain Climbers,Strength,"Lower Abs, Hip Flexors",Chest,Lower Chest,2,2131.04,5,16,329.96,0.7497621499478891,0.33725115156665875,0.2916666666666667,0.869281045751634,0.6821736643374495
Decline Push-ups,Cardio,"Lower Abs, Hip Flexors",Back,Anterior,2,1104.0,5,25,329.56,0.5489800790574667,0.6798812897358759,0.4791666666666667,0.4313725490196078,0.58901867746028
Bulgarian Split Squats,Cardio,"Core, Shoulders, Legs",Arms,Triceps,2,1428.02,4,10,320.38,0.5939300492266936,0.23623182549032226,0.125,0.6535947712418301,0.8608576584856303
Bulgarian Split Squats,Strength,"Back, Core, Shoulders",Chest,Lateral,3,1243.04,5,25,330.21,0.5773395757587397,0.6898249153714408,0.3055555555555555,0.4313725490196078,0.49065345850688613
Tricep Dips,Strength,Shoulders,Back,Upper,3,1531.04,4,21,338.08,0.6489764943616859,0.5987499998789898,0.19166666666666668,0.6078431372549018,0.8050511244475703
Rows,Yoga,Calves,Abs,Lats,2,593.46,5,22,369.27,0.5280553170910829,0.31476454195939324,0.4166666666666667,0.2679738562091503,0.5897139143915695
Incline Push-ups,Strength,"Shoulders, Triceps",Forearms,Lower,1,2242.94,5,17,345.59,0.8024462063402695,0.7406709272065795,0.6666666666666666,0.9346405228758167,0.7825203638459852
Scissors Kicks,Yoga,Quadriceps,Forearms,Quads,3,780.22,5,19,348.25,0.5228742814679948,0.43036811328087327,0.22222222222222224,0.4509803921568627,0.5179224455336853
Squats,Strength,"Upper Back, Rear Deltoids",Back,Triceps,1,1188.0,4,23,369.11,0.6435114813392189,0.46086409562132385,0.725,0.4640522875816993,0.6480797617127763
Thrusters,Yoga,"Back, Hamstrings, Glutes",Arms,Grip Strength,2,852.17,4,16,355.22,0.5506617017617061,0.15627230971665554,0.225,0.5228758169934641,0.3119937028045915
Bear Crawls,HIIT,"Lower Abs, Hip Flexors",Back,Posterior,1,1360.73,5,17,367.4,0.6737665291924226,0.3690072743921301,0.6666666666666666,0.35294117647058826,0.5399775750575204
Burpees,Yoga,"Back, Biceps",Shoulders,Lower,3,877.67,4,18,332.0,0.509730631339806,0.17278414538568987,0.15833333333333333,0.4771241830065359,0.6278287383871485
Prone Cobras,Cardio,"Chest, Triceps, Shoulders",Forearms,Lateral,2,1408.85,5,24,366.02,0.680409042249247,0.6466401097196709,0.4583333333333333,0.6405228758169934,0.7450251947336206
Step-ups,Cardio,"Core, Lower Back",Back,Wrist Extensors,3,746.64,4,16,337.9,0.495877601160849,0.09841279124596343,0.1361111111111111,0.23529411764705882,0.475567583945012
Resistance Band Pull-Aparts,Yoga,"Core, Lower Back",Legs,Wrist Extensors,2,1016.05,4,21,333.7,0.540037035799694,0.24769059608374847,0.30833333333333335,0.6013071895424835,0.5288419174064067
Dead Bugs,Yoga,Triceps,Chest,Middle,1,481.8,5,21,358.34,0.4847080012733974,0.4363572203339976,0.8333333333333334,0.15686274509803919,0.7085482268536095
Jumping Jacks,Cardio,"Biceps, Forearms",Arms,Wrist Flexors,2,2047.22,5,20,346.63,0.7663900867783726,0.8332756329035393,0.375,0.9673202614379085,0.8286066081274054
Resistance Band Pull-Aparts,HIIT,Full Body,Arms,Wrist Flexors,1,629.77,5,21,329.01,0.4555480207396215,0.31884754341278815,0.8333333333333334,0.019607843137254947,0.6870609435242951
Shoulder Press,HIIT,"Upper Chest, Triceps",Shoulders,Upper,3,1548.26,4,15,365.85,0.7072197779711278,0.4204482616380814,0.125,0.4444444444444443,0.4198995283137149
Dips,Yoga,Lower Abs,Chest,Anterior,3,1540.15,4,25,369.44,0.7127365333419717,0.270322307552476,0.23611111111111113,0.9673202614379085,0.903177477804112
Burpees,Strength,"Back, Core, Shoulders",Arms,Upper,3,1110.55,4,18,366.94,0.6241407338600238,0.5240024945769,0.15833333333333333,0.35294117647058826,0.7399632011389554
Burpees,Yoga,Lower Abs,Forearms,Quads,2,792.0,5,24,344.56,0.5178745109546651,0.2358678863092293,0.4583333333333333,0.3986928104575163,0.8074883851988974
Renegade Rows,HIIT,"Legs, Shoulders, Core",Back,Lower Chest,3,1638.16,5,15,365.8,0.7246268191067093,0.3668860207017884,0.16666666666666666,0.4901960784313726,0.6802923677637752
Lateral Raises,Yoga,"Core, Shoulders, Legs",Chest,Grip Strength,3,1459.72,4,18,342.14,0.6431136173807868,0.3652574550022008,0.15833333333333333,0.9019607843137255,0.7676168238076284
Plyo Squats,Cardio,"Core, Obliques",Abs,Grip Strength,3,758.86,5,15,358.22,0.538421606246773,0.3915547200308389,0.16666666666666666,0.24183006535947713,0.3718440498912514
Pull-ups,Strength,"Full Body, Core, Shoulders",Arms,Wrist Extensors,1,1404.52,4,15,340.05,0.6282336520573684,0.40665011600830153,0.4583333333333333,0.6078431372549018,0.5825338975967537
Shoulder Press,Strength,"Back, Hamstrings, Glutes",Abs,Lateral,3,782.1,3,15,144.15,0.11981690026241361,0.5771771157432048,0.08333333333333333,0.19607843137254907,0.48988753170456567
Renegade Rows,HIIT,"Back, Core, Shoulders",Abs,Lower,1,1715.08,4,22,346.55,0.7015556521073196,0.7361878350712341,0.6916666666666667,0.6078431372549018,0.6387601595317104
Bicycle Crunches,Cardio,Shoulders,Forearms,Grip Strength,3,1110.82,4,19,362.98,0.6163659854126278,0.5575882290053928,0.16944444444444443,0.43790849673202603,0.6484271839374705
Jumping Jacks,Strength,"Upper Back, Rear Deltoids",Legs,Posterior,1,1595.74,5,24,358.73,0.7023919990632164,0.5125529742901846,0.9583333333333334,0.6470588235294117,0.6810464401637988
Calf Raises,Cardio,"Back, Biceps",Chest,Triceps,1,2014.5,5,23,359.47,0.7853981573930848,0.27435240042907755,0.9166666666666666,0.9477124183006534,0.6756460198400464
Zottman Curls,HIIT,Full Core,Back,Anterior,2,1757.69,5,19,372.29,0.7607305377770845,0.7222077533887559,0.3541666666666667,0.6274509803921569,0.4133969643378107
Plyometric Push-ups,Yoga,Core,Forearms,Lateral,3,395.28,4,22,343.44,0.43840900765058044,0.7604201540591436,0.20277777777777778,0.07189542483660132,0.6151613382269705
Incline Push-ups,Strength,Full Core,Back,Triceps,1,1177.2,5,24,372.29,0.6476940188555553,0.6381668502560327,0.9583333333333334,0.3921568627450981,0.5760310369984665
Resistance Band Pull-Aparts,Cardio,"Legs, Shoulders, Core",Back,Wrist Extensors,1,1879.5,4,24,337.17,0.715032026884924,0.787549866354892,0.7583333333333333,0.8627450980392157,0.8044261405954773
Deadlift,HIIT,"Obliques, Core",Chest,Wrist Flexors,2,1705.64,4,19,348.18,0.7029392915477708,0.519839755395983,0.275,0.5228758169934641,0.9247994597584956
Tricep Dips,Strength,"Biceps, Forearms",Back,Anterior,3,2094.3,5,23,357.15,0.7963515901300092,0.4212743534994185,0.2777777777777778,0.849673202614379,0.7847650910338143
Bicycle Crunches,HIIT,"Shoulders, Upper Back",Shoulders,Quads,2,1770.27,4,19,357.58,0.7341044481589535,0.08535057029314391,0.275,0.5555555555555556,0.8827308731600589
Reverse Lunges,Strength,"Back, Core, Shoulders",Back,Anterior,1,1134.95,4,20,361.03,0.6172103604298694,0.16856376656691763,0.625,0.3660130718954248,0.638321069493325
Lat Pulldowns,HIIT,Shoulders,Chest,Lats,2,1159.49,4,15,365.65,0.6311208160077348,0.34738396637015445,0.20833333333333334,0.30718954248366004,0.819188435558325
Face Pulls,Cardio,"Shoulders, Upper Back",Shoulders,Lower Chest,3,1285.33,4,25,380.49,0.6849578416953462,0.9520328671783892,0.23611111111111113,0.5555555555555556,0.26833965365377677
