Name of Exercise,Workout_Type,Target Muscle Group,Body Part,Type of Muscle,Difficulty Level,E,I,S,D,R,E_scaled,I_scaled,S_scaled,D_scaled,R_scaled
Pistol Squats,HIIT,"Chest, Triceps",Legs,Grip Strength,1,0.6593637087917916,0.5765673294126733,,0.4575163398692809,,0.40531761482083206,0.5365033560783452,,-0.20557721684572047,
Kettlebell Swings,HIIT,"Glutes, Hamstrings, Core",Forearms,Posterior,2,0.6440587224787906,0.25760904246344546,,0.4183006535947712,,0.27470752294891543,-1.0128303294371839,,-0.38146809689345884,
Squats,HIIT,"Upper Back, Rear Deltoids",Arms,Anterior,3,0.6465876106841717,0.3420589111121438,,0.4771241830065359,,0.29628861515531985,-0.6026167322729328,,-0.11763177682185066,
Dead Bugs,Cardio,"Chest, Triceps",Abs,Lateral,2,0.6235351581997334,0.8820104174086947,,0.5294117647058822,,0.09956299415245452,2.0201872251086854,,0.116889396575134,
Face Pulls,Cardio,"Quadriceps, Glutes",Chest,Lower Chest,1,0.599766014431488,0.4029745686184767,,0.6209150326797384,,-0.10327874564382136,-0.3067201087595524,,0.5273014500198573,
Reverse Lunges,Strength,"Shoulders, Triceps",Legs,Lateral,3,0.6756279842735555,0.2590371554729861,,0.5751633986928104,,0.5441141136519905,-1.0058932982235804,,0.32209542329749613,
Mountain Climbers,HIIT,"Full Body, Core, Shoulders",Arms,Wrist Flexors,3,0.6119391694831183,0.39391944523667716,,0.2679738562091503,,0.0006048428252467704,-0.3507051947596993,,-1.0557164704097906,
Bulgarian Split Squats,Yoga,"Full Body, Core, Shoulders",Abs,Wrist Flexors,3,0.5794356870339045,0.6915296609755014,,0.5490196078431373,,-0.2767742244949793,1.0949306493753124,,0.20483483659900406,
Calf Raises,Yoga,"Glutes, Hamstrings, Core",Abs,Lower,2,0.5222530635240362,0.39582055762584745,,0.3594771241830066,,-0.7647607902690879,-0.34147057824396254,,-0.6453044169650666,
Bird Dogs,HIIT,Core,Shoulders,Lateral,1,0.6421138019326682,0.16301484059219737,,0.3856209150326798,,0.25810990920280985,-1.472319828253404,,-0.528043830266574,
Lat Pulldowns,Strength,Full Body,Legs,Lateral,2,0.5867446555818703,0.6599271558622075,,0.37254901960784315,,-0.21440075783412743,0.9414220944259409,,-0.5866741236158205,
Rows,Yoga,"Triceps, Chest",Arms,Posterior,2,0.49752677437477544,0.5270103248646285,,0.326797385620915,,-0.9757706423127438,0.2957811687543518,,-0.7918801503381827,
Plyometric Push-ups,Yoga,"Core, Shoulders, Hips",Arms,Lats,2,0.5246598735286764,0.5372960526040638,,0.23529411764705882,,-0.7442214922001137,0.3457438915265783,,-1.2022922037829062,
Russian Twists,Strength,"Glutes, Hamstrings, Core",Chest,Middle,2,0.6538923950394191,0.3546368736711704,,0.4183006535947712,,0.35862637464308533,-0.5415195233737796,,-0.38146809689345884,
Decline Push-ups,Cardio,"Chest, Triceps, Shoulders",Abs,Wrist Extensors,2,0.6045212030804866,0.0274824525657341,,0.4313725490196078,,-0.0626987925741201,-2.1306657714054835,,-0.32283780354421254,
Dead Bugs,Cardio,Full Body,Abs,Middle,3,0.5970677830826604,0.4107468456523364,,0.6143790849673202,,-0.1263049827899923,-0.2689664239849838,,0.4979863033452348,
Bicep Curls,Cardio,"Obliques, Core",Legs,Wrist Extensors,3,0.5794672722811552,0.5956051244188665,,0.4117647058823529,,-0.2765046814871742,0.6289790756564655,,-0.4107832435680819,
Deadlifts,Strength,"Lower Back, Glutes",Forearms,Grip Strength,3,0.5875426807825779,0.5029577825350657,,0.33986928104575165,,-0.20759054953671888,0.17894641142631373,,-0.7332498569889361,
Step-ups,Yoga,"Full Body, Core, Shoulders",Legs,Posterior,3,0.27472587738867116,0.42742311499023744,,0.6470588235294117,,-2.8771147552297918,-0.1879617694859062,,0.6445620367183504,
Decline Push-ups,Yoga,Lower Abs,Forearms,Anterior,3,0.38202953183098387,0.3306421979220331,,0.4052287581699347,,-1.9614040268250448,-0.6580731949110196,,-0.44009839024270464,
Tricep Dips,HIIT,"Core, Obliques",Chest,Wrist Extensors,2,0.5889064588751622,0.2606734076131539,,0.3464052287581699,,-0.19595230443655554,-0.9979452352244763,,-0.7039347103143131,
Inverted Rows,HIIT,"Core, Lower Back",Abs,Posterior,3,0.898333246956754,0.868362524715321,,0.9019607843137255,,2.444642100057509,1.9538928513572023,,1.7878527570286527,
Thrusters,Strength,Calves,Abs,Upper,2,0.5095006860287067,0.09795132473841561,,0.21568627450980388,,-0.8735873623539969,-1.7883645931488965,,-1.2902376438067757,
Windshield Wipers,HIIT,Triceps,Forearms,Lower,2,0.6003958568699659,0.170276579097829,,0.2287581699346405,,-0.0979037797946494,-1.4370460744663727,,-1.2316073504575296,
Burpees,HIIT,"Quadriceps, Glutes",Abs,Lower,2,0.6249643513400579,0.894008879227347,,0.31372549019607837,,0.11175947989526976,2.0784695204138677,,-0.8505104436874289,
Leg Press,Strength,"Shoulders, Upper Back",Shoulders,Wrist Extensors,1,0.7120083311596317,0.39298430229277653,,0.718954248366013,,0.8545776679438527,-0.35524763345165283,,0.9670286501392046,
Lunges,Yoga,"Shoulders, Upper Back",Arms,Triceps,1,0.45053586761773484,0.16556912159719264,,0.20915032679738563,,-1.3767828695153363,-1.459912457869133,,-1.3195527904813986,
Frog Jumps,Cardio,"Lower Abs, Hip Flexors",Arms,Wrist Extensors,2,0.615278076138059,0.26356595663432925,,0.4575163398692809,,0.029098491629303714,-0.9838947345198956,,-0.20557721684572047,
Frog Jumps,Strength,"Quadriceps, Hamstrings, Glutes",Shoulders,Posterior,1,0.848425870734731,0.546666489227909,,0.9738562091503268,,2.0187412295740392,0.3912606054773988,,2.110319370449507,
Deadlifts,HIIT,"Chest, Triceps",Back,Grip Strength,3,0.5518384155327127,0.3981991595724542,,0.07189542483660132,,-0.5122845407063046,-0.32991656547458337,,-1.9351708706484843,
Dead Bugs,HIIT,"Chest, Triceps, Shoulders",Arms,Upper,3,0.6908078339337707,0.39187197320842293,,0.4640522875816993,,0.6736563110885474,-0.36065075038036276,,-0.17626207017109696,
Superman,HIIT,"Legs, Shoulders, Core",Forearms,Anterior,1,0.7711016977780376,0.5787401584256989,,0.5751633986928104,,1.3588701831546977,0.5470578308184292,,0.32209542329749613,
Mountain Climbers,Strength,"Core, Shoulders, Hips",Chest,Wrist Flexors,2,0.5671341457386241,0.4655042965635239,,0.33986928104575165,,-0.3817534388427836,-0.002983169431167084,,-0.7332498569889361,
Jumping Jacks,Strength,"Core, Lower Back",Shoulders,Lower Chest,1,0.5962157068568429,0.5201953500426292,,0.5359477124183007,,-0.13357645313697095,0.2626775608855758,,0.146204543249758,
Inverted Rows,HIIT,"Lower Abs, Hip Flexors",Back,Quads,1,0.6131430609156433,0.3825172324741349,,0.27450980392156865,,0.010878642970519032,-0.4060912218524329,,-1.0264013237351672,
Dips,Yoga,Shoulders,Chest,Wrist Flexors,3,0.588250350283325,0.7009684467217099,,0.4313725490196078,,-0.2015514210711799,1.1407793678608507,,-0.32283780354421254,
Bird Dogs,Strength,"Glutes, Hamstrings, Core",Abs,Lower Chest,2,0.20883183753805237,0.4478898964082651,,0.22222222222222218,,-3.439443033262305,-0.08854477615949938,,-1.2609224971321524,
Lateral Raises,HIIT,"Obliques, Core",Chest,Posterior,1,0.48050539548968324,0.8269600324225832,,0.6601307189542484,,-1.1210281299382046,1.7527810489739435,,0.703192330067597,
Squats,Yoga,"Glutes, Hamstrings, Core",Legs,Wrist Extensors,2,0.645330467576315,0.37490749465335704,,0.8954248366013072,,0.28556037447248844,-0.44305537555554514,,1.7585376103540298,
Tricep Extensions,Strength,"Shoulders, Triceps",Abs,Wrist Extensors,3,0.6055797846704918,0.46546102408543194,,0.5620915032679737,,-0.053665041357561005,-0.0031933646532596974,,0.2634651299482496,
Squats,Yoga,"Lower Abs, Hip Flexors",Back,Lower,2,0.49872368966378244,0.759278757325901,,0.18300653594771243,,-0.9655563753631999,1.4240205693861379,,-1.4368133771798912,
Reverse Lunges,Cardio,"Back, Core, Shoulders",Abs,Middle,1,0.4604430603434123,0.4788705755434903,,0.130718954248366,,-1.2922366095167677,0.061943271175646616,,-1.6713345505768762,
Frog Jumps,Strength,"Legs, Core",Arms,Grip Strength,2,0.6182430482138646,0.1602284283663184,,0.4967320261437908,,0.05440104775701986,-1.4858547715357329,,-0.029686336797981355,
Dips,Strength,"Glutes, Hamstrings",Chest,Anterior,2,0.491117828413306,0.9708611469956246,,0.058823529411764684,,-1.0304634727217858,2.451777918827124,,-1.9938011639977309,
Tricep Dips,Strength,"Glutes, Hamstrings, Core",Forearms,Lats,2,0.617328837476723,0.5323286201413229,,0.5424836601307189,,0.046599332294724655,0.3216146847934329,,0.17551968992438055,
Push Ups,Strength,"Shoulders, Triceps",Chest,Lateral,3,0.828518164968753,0.30813539737512785,,0.9084967320261438,,1.8488523302390074,-0.7673995415440837,,1.8171679037032757,
Bulgarian Split Squats,Cardio,"Chest, Triceps",Shoulders,Triceps,3,0.5955686848643706,0.39309958229342823,,0.6405228758169934,,-0.13909802631264662,-0.354687663086925,,0.6152468900437273,
Pistol Squats,Cardio,Triceps,Chest,Middle,1,0.7014974469112953,0.6025119791160451,,0.7581699346405227,,0.7648796094644325,0.662528988234857,,1.1429195301869433,
Lat Pulldowns,Strength,"Legs, Core",Back,Wrist Extensors,1,0.6680787572319817,0.13364458729674036,,0.5620915032679737,,0.4796903227842826,-1.614985263342157,,0.2634651299482496,
Decline Push-ups,Strength,Quadriceps,Shoulders,Lats,1,0.6244295924198497,0.5081214015077574,,0.5555555555555556,,0.10719594025731637,0.20402859032211335,,0.2341499832736271,
Step-ups,Cardio,"Lower Abs, Hip Flexors",Forearms,Quads,2,0.5876799384693303,0.3756616196985686,,0.5098039215686274,,-0.20641921630516719,-0.439392227791577,,0.02894395655126494,
Tricep Extensions,Cardio,Calves,Chest,Lower Chest,3,0.583636286129443,0.21966543351274798,,0.503267973856209,,-0.24092704223913353,-1.1971406731489997,,-0.0003711901233585814,
Incline Push-ups,Cardio,"Lower Back, Glutes",Forearms,Upper,2,0.5359744597929539,0.35120296587540173,,0.35294117647058826,,-0.6476647804692006,-0.558199663814168,,-0.6746195636396898,
Tricep Extensions,Cardio,"Shoulders, Triceps",Legs,Posterior,2,0.574052736380471,0.42058707839673776,,0.4509803921568627,,-0.3227113893514876,-0.2211676845007803,,-0.23489236352034326,
Superman,Cardio,"Lower Chest, Triceps",Back,Lower,2,0.5681470952641492,0.5794733090748662,,0.3660130718954248,,-0.37310910372971895,0.5506190958608803,,-0.6159892702904438,
Lateral Raises,Yoga,"Upper Back, Rear Deltoids",Abs,Lateral,1,0.5619371244286168,0.4032259417629333,,0.5686274509803922,,-0.4261039150130081,-0.30549906859136705,,0.29278027662287365,
Box Jumps,Yoga,"Upper Back, Rear Deltoids",Shoulders,Lats,3,0.5037063791562183,0.538265400126158,,0.3790849673202614,,-0.9230349696548226,0.35045247829294324,,-0.5573589769411975,
Renegade Rows,Strength,"Back, Hamstrings, Glutes",Arms,Posterior,3,0.5545092621465528,0.30499289736798096,,0.3986928104575163,,-0.4894920001266945,-0.782664174309623,,-0.4694135369173282,
Box Jumps,HIIT,"Quadriceps, Glutes",Chest,Lower,1,0.5597179283755059,0.7238791613038276,,0.18954248366013077,,-0.4450421482430753,1.2520677190769993,,-1.407498230505268,
Shoulder Press,HIIT,"Legs, Shoulders, Core",Shoulders,Lower,2,0.6944483387086465,0.700351364646786,,0.5098039215686274,,0.7047237458044334,1.137781903664037,,0.02894395655126494,
Flutter Kicks,Strength,"Core, Shoulders, Legs",Legs,Grip Strength,1,0.3175555949802913,0.3659482694278776,,0.4183006535947712,,-2.511613392792254,-0.48657463812345986,,-0.38146809689345884,
Thrusters,Yoga,"Legs, Core",Shoulders,Wrist Flexors,1,0.6153724726188892,0.3373597906229135,,0.6732026143790849,,0.02990405478247985,-0.6254426188046713,,0.7618226234168429,
Windshield Wipers,HIIT,"Chest, Triceps",Arms,Triceps,1,0.6913864481665111,0.3630945534863274,,0.4575163398692809,,0.6785941043378251,-0.5004365078977987,,-0.20557721684572047,
Flutter Kicks,HIIT,Lower Abs,Arms,Lower,3,0.6876222825799457,0.6966356303516642,,0.37254901960784315,,0.6464713697578681,1.1197327964753783,,-0.5866741236158205,
Step-ups,Yoga,"Upper Back, Rear Deltoids",Chest,Lower,1,0.5684885427872267,0.6368841735259256,,0.3921568627450981,,-0.37019524994072794,0.8294912551622355,,-0.49872868359195094,
Bear Crawls,Yoga,"Quadriceps, Calves, Glutes",Shoulders,Lower Chest,3,0.5473950829922258,0.9088616101234681,,0.5163398692810457,,-0.5502031679733861,2.150616372340373,,0.05825910322588796,
Superman,Yoga,Shoulders,Chest,Posterior,1,0.5391197760789227,0.5049784345035045,,0.5228758169934641,,-0.6208231982112894,0.1887616891271996,,0.08757424990051148,
Russian Twists,Strength,"Biceps, Forearms",Arms,Wrist Flexors,3,0.6336974839142928,0.7209710638612109,,0.5686274509803922,,0.1862865147140805,1.2379416922171773,,0.29278027662287365,
Dragon Flags,Yoga,"Back, Biceps",Arms,Anterior,2,0.5198369766279807,0.5235150499577776,,0.23529411764705882,,-0.7853792557162793,0.27880293876347145,,-1.2022922037829062,
Lateral Raises,Strength,Quadriceps,Back,Quads,2,0.6349394382986598,0.5832635383005603,,0.6405228758169934,,0.19688513747175745,0.5690300607282962,,0.6152468900437273,
Incline Push-ups,Cardio,"Shoulders, Upper Back",Chest,Middle,1,0.4729815488812699,0.2685731763333055,,0.10457516339869281,,-1.1852353286026236,-0.9595722620593016,,-1.7885951372753686,
Jumping Jacks,Yoga,"Core, Obliques",Chest,Wrist Flexors,3,0.5353278632633305,0.7164078640700965,,0.3986928104575163,,-0.6531827228189063,1.2157760378373104,,-0.4694135369173282,
Squats,Cardio,"Core, Shoulders, Legs",Shoulders,Lats,3,0.6210537370068926,0.8176423095852162,,0.6209150326797384,,0.07838697717721911,1.7075203912173762,,0.5273014500198573,
Tricep Extensions,HIIT,"Quadriceps, Calves, Glutes",Abs,Lats,1,0.6123611143924688,0.3501149573379366,,0.3660130718954248,,0.00420564731132029,-0.5634846441586088,,-0.6159892702904438,
Deadlifts,Strength,"Chest, Triceps",Abs,Grip Strength,2,0.635276169396318,0.8084389436048081,,0.5294117647058822,,0.19975874210634037,1.6628152196729735,,0.116889396575134,
Bear Crawls,HIIT,"Quadriceps, Hamstrings, Glutes",Abs,Upper,3,0.5467592538211217,0.9696808525426779,,0.17647058823529413,,-0.5556292235577818,2.446044661440183,,-1.466128523854514,
Incline Push-ups,HIIT,Lower Abs,Arms,Lateral,2,0.9201206027876477,0.6382406466065546,,0.9673202614379085,,2.6305716062016535,0.8360802968122114,,2.081004223774884,
Kettlebell Swings,Strength,Shoulders,Abs,Middle,1,0.674728636253903,0.28633318318907,,0.5359477124183007,,0.5364392340363282,-0.8733033736105663,,0.146204543249758,
Windshield Wipers,Cardio,"Chest, Triceps",Forearms,Wrist Extensors,2,0.6188234617533954,0.8602333350669056,,0.5228758169934641,,0.059354195977572966,1.9144054704877436,,0.08757424990051148,
Windshield Wipers,Cardio,"Core, Shoulders, Hips",Abs,Middle,3,0.1926657368966292,0.4472073687724977,,0.2287581699346405,,-3.5774017250772285,-0.0918601408973279,,-1.2316073504575296,
Jumping Jacks,Cardio,Quadriceps,Chest,Anterior,1,0.6887626254741748,0.5592441035866488,,0.7712418300653592,,0.6562028577275256,0.4523561230004202,,1.2015498235361888,
Plyometric Push-ups,Yoga,"Core, Shoulders, Hips",Legs,Lateral,2,0.5961850837699231,0.3585418614009046,,0.5294117647058822,,-0.13383778523581774,-0.5225511213013009,,0.116889396575134,
Pull-ups,HIIT,"Core, Lower Back",Back,Posterior,1,0.8949231442862733,0.308202298668054,,0.8758169934640523,,2.4155408768368254,-0.7670745698127441,,1.67059217033016,
Dragon Flags,Strength,"Triceps, Chest",Chest,Wrist Flexors,2,0.7151300174375752,0.4007119728839801,,0.7712418300653592,,0.8812175958222042,-0.3177106236061454,,1.2015498235361888,
Bicep Curls,Yoga,"Core, Obliques",Chest,Posterior,3,0.6716883105275887,0.29049189808140147,,0.915032679738562,,0.5104936229581175,-0.8531024967724928,,1.8464830503778982,
Bicep Curls,Yoga,"Core, Obliques",Chest,Lats,3,0.48718108833644946,0.37026753717449945,,0.24183006535947713,,-1.0640589279935955,-0.4655938789131899,,-1.172977057108283,
Superman,HIIT,"Triceps, Chest",Abs,Lateral,3,0.6007032010092421,0.6431581158416756,,0.2287581699346405,,-0.09528095835291664,0.8599668081373493,,-1.2316073504575296,
Plyo Squats,Cardio,Calves,Shoulders,Triceps,3,0.6471850601349114,0.6902951388407841,,0.5816993464052287,,0.3013871448798222,1.0889339820771322,,0.35141056997211917,
Prone Cobras,Cardio,Quadriceps,Arms,Lateral,2,0.5682718056073173,0.17213744370981884,,0.47058823529411753,,-0.37204484734650844,-1.4280069607467831,,-0.14694692349647417,
Plank,HIIT,"Quadriceps, Glutes",Abs,Triceps,1,0.75075093861831,0.6434282391628865,,0.5294117647058822,,1.1852003431982003,0.8612789269250389,,0.116889396575134,
Zottman Curls,Strength,Calves,Abs,Anterior,3,0.5785483839929816,0.5191712137639334,,0.4575163398692809,,-0.2843463143566163,0.2577028387978738,,-0.20557721684572047,
Lunges,Yoga,"Quadriceps, Glutes",Legs,Wrist Flexors,3,0.5060021072541372,0.5722841936279609,,0.3856209150326798,,-0.9034436252622163,0.5156981071714616,,-0.528043830266574,
Seated Rows,Yoga,Full Core,Abs,Lower Chest,3,0.5641119883613638,0.12747154430714985,,0.6013071895424835,,-0.4075440043893895,-1.6449706997996538,,0.43935600999598823,
Frog Jumps,HIIT,Calves,Back,Lower,1,0.6543609986049905,0.5076631251375805,,0.4117647058823529,,0.3626253559880606,0.2018025217525141,,-0.4107832435680819,
Bench Press,Cardio,"Biceps, Forearms",Back,Lateral,1,0.5348147402875252,0.5430971985963122,,0.22222222222222218,,-0.6575616250695141,0.3739228455407584,,-1.2609224971321524,
Prone Cobras,Strength,"Core, Obliques",Arms,Wrist Extensors,2,0.5852765835894437,0.5435918728825307,,0.5294117647058822,,-0.22692902894029274,0.3763257162807768,,0.116889396575134,
Burpees,Yoga,"Rear Deltoids, Upper Back",Abs,Lower Chest,2,0.6447377092249087,0.3660382087206795,,0.9019607843137255,,0.28050187777398095,-0.4861377597550619,,1.7878527570286527,
Step-ups,Yoga,"Upper Back, Rear Deltoids",Forearms,Quads,1,0.6786230496669076,0.8356072920881794,,0.9215686274509802,,0.5696734809188406,1.7947849448922852,,1.8757981970525213,
Wall Angels,Yoga,Lower Abs,Forearms,Quads,2,0.5353131435727951,0.7195344895184435,,0.5816993464052287,,-0.6533083380983865,1.2309635602417217,,0.35141056997211917,
Lat Pulldowns,HIIT,"Legs, Core",Legs,Upper,3,0.7068141382884625,0.4332505734021941,,0.6470588235294117,,0.8102513291788469,-0.15965500340391237,,0.6445620367183504,
Deadlift,Strength,"Biceps, Forearms",Chest,Middle,1,0.4937081230627731,0.16194728926733923,,0.17647058823529413,,-1.0083583485992735,-1.4775054380848323,,-1.466128523854514,
Kettlebell Swings,HIIT,"Core, Shoulders, Hips",Back,Wrist Flexors,3,0.7202952746011712,0.22643777887135946,,0.5686274509803922,,0.9252970022902951,-1.164244137070877,,0.29278027662287365,
Glute Bridges,Yoga,"Chest, Triceps, Shoulders",Legs,Posterior,1,0.5339429837684133,0.24609885595538505,,0.5163398692810457,,-0.6650010436173388,-1.0687408369022025,,0.05825910322588796,
Renegade Rows,Strength,"Glutes, Hamstrings, Core",Arms,Lateral,1,0.7883106434265412,0.42176708788101397,,0.8888888888888887,,1.5057283329238724,-0.2154358113436237,,1.7292224636794056,
Shoulder Press,HIIT,Full Core,Forearms,Grip Strength,2,0.7762202460181351,0.18639694611424848,,0.5882352941176469,,1.4025509837916819,-1.3587417046997148,,0.3807257166467417,
Flutter Kicks,HIIT,"Triceps, Chest",Legs,Lateral,3,0.6868642602784761,0.01879434990145492,,0.5098039215686274,,0.6400025392466115,-2.1728680613968634,,0.02894395655126494,
Bear Crawls,Strength,Lower Abs,Arms,Triceps,2,0.802133492916804,0.2446593709524254,,0.8169934640522875,,1.6236901268734218,-1.0757331073530243,,1.4067558502585515,
Leg Press,Yoga,"Upper Back, Rear Deltoids",Chest,Quads,1,0.6824774069112166,0.5667048084651382,,0.869281045751634,,0.6025658954229135,0.48859635208019836,,1.6412770236555372,
Bicycle Crunches,Strength,"Back, Core, Shoulders",Legs,Lower Chest,3,0.6924189624398743,0.14019588159241972,,0.6405228758169934,,0.6874054016069042,-1.5831624785099905,,0.6152468900437273,
Superman,Strength,Full Body,Shoulders,Middle,2,0.5528455535297807,0.3121048809066354,,0.3333333333333333,,-0.5036898001665495,-0.7481178523668316,,-0.7625650036635594,
Box Jumps,Strength,"Chest, Triceps, Shoulders",Back,Lower,1,0.7895418025090178,0.5085250997032353,,0.96078431372549,,1.5162348304523687,0.20598954646787837,,2.05168907710026,
Dips,Yoga,"Lower Abs, Hip Flexors",Back,Grip Strength,1,0.5763860491597996,0.29306270066162055,,0.5686274509803922,,-0.30279930382318204,-0.8406148731573783,,0.29278027662287365,
Inverted Rows,Strength,"Glutes, Hamstrings, Core",Legs,Wrist Flexors,3,0.6455217243273627,0.6194186702287584,,0.633986928104575,,0.28719252632905323,0.7446529120308932,,0.5859317433691038,
Windshield Wipers,Cardio,"Back, Hamstrings, Glutes",Shoulders,Posterior,1,0.45644935920488383,0.5984424929684021,,0.03921568627450982,,-1.3263181605841534,0.6427615382915175,,-2.0817466040215997,
Bicycle Crunches,HIIT,"Legs, Shoulders, Core",Chest,Lower Chest,3,0.6559249328350968,0.43561683716622207,,0.4313725490196078,,0.3759716987614806,-0.14816092311683424,,-0.32283780354421254,
Resistance Band Pull-Aparts,Strength,"Quadriceps, Glutes",Legs,Anterior,1,0.49774996431808516,0.6215073234248253,,0.058823529411764684,,-0.9738659781461507,0.7547985043745755,,-1.9938011639977309,
Thrusters,Yoga,"Glutes, Hamstrings",Arms,Quads,1,0.41513210707830495,0.840227996113038,,0.6078431372549018,,-1.6789124057396372,1.8172299249709818,,0.46867115667061127,
Calf Raises,Strength,"Lower Chest, Triceps",Shoulders,Wrist Flexors,2,0.7626274410648832,0.4767841650216742,,0.7777777777777778,,1.2865523499194538,0.05180857257859077,,1.2308649702108132,
Zottman Curls,HIIT,"Core, Shoulders, Legs",Arms,Lats,1,0.8524939408085948,0.8037395467367021,,0.8169934640522875,,2.0534574322038575,1.6399879906362134,,1.4067558502585515,
Russian Twists,Yoga,"Legs, Shoulders, Core",Back,Posterior,2,0.5502545114913502,0.46324567541795286,,0.6274509803921569,,-0.5258013023765147,-0.013954377789230157,,0.5566165966944813,
Resistance Band Pull-Aparts,Strength,"Triceps, Chest",Chest,Lateral,3,0.5794880817791775,0.5175682507771295,,0.4575163398692809,,-0.2763270968495328,0.24991647721484614,,-0.20557721684572047,
Wall Angels,HIIT,"Obliques, Core",Chest,Posterior,3,0.7081974650402774,0.5146865733795233,,0.5228758169934641,,0.8220563991376445,0.23591878521065382,,0.08757424990051148,
Turkish Get-ups,Strength,"Glutes, Hamstrings, Core",Back,Lateral,1,0.7908114255268685,0.4624747295247165,,0.9477124183006534,,1.527069572517006,-0.01769923249586161,,1.9930587837510139,
Deadlifts,Yoga,"Core, Obliques",Shoulders,Lats,2,0.5339206060545127,0.38861434652137716,,0.6470588235294117,,-0.6651920111365945,-0.37647460875805017,,0.6445620367183504,
Dead Bugs,Strength,Triceps,Forearms,Quads,1,0.7530120337170121,0.36687371278910125,,0.784313725490196,,1.2044961355976849,-0.48207931496601913,,1.2601801168854359,
Inverted Rows,Yoga,Full Body,Back,Triceps,3,0.5587934109220902,0.4120881103001845,,0.6274509803921569,,-0.4529318194298599,-0.26245125700193256,,0.5566165966944813,
Box Jumps,Strength,"Rear Deltoids, Upper Back",Legs,Wrist Extensors,3,0.6407995390324727,0.7179740724591831,,0.6013071895424835,,0.24689421814449278,1.2233838646756054,,0.43935600999598823,
Resistance Band Pull-Aparts,Cardio,"Shoulders, Upper Back",Legs,Anterior,2,0.6291271492892816,0.35141176509155425,,0.6535947712418301,,0.14728407374155608,-0.5571854256760448,,0.6738771833929739,
Plank,HIIT,"Back, Core, Shoulders",Forearms,Triceps,1,0.7370720985645769,0.6523587244854397,,0.5620915032679737,,1.068467500738767,0.9046585859725439,,0.2634651299482496,
Box Jumps,Yoga,"Quadriceps, Hamstrings, Glutes",Chest,Anterior,2,0.5010351231681369,0.5197295025000184,,0.4313725490196078,,-0.9458310037630232,0.26041471549289147,,-0.32283780354421254,
Tricep Dips,Cardio,"Triceps, Chest",Forearms,Upper,1,0.7155825955950713,0.7892118805377342,,0.8627450980392157,,0.8850798191212591,1.5694201341642187,,1.611961876980914,
Bicycle Crunches,Yoga,"Chest, Triceps",Shoulders,Posterior,2,0.5856994247651139,0.4264918691366592,,0.4836601307189542,,-0.22332057587329399,-0.1924852781372901,,-0.08831663014722764,
Leg Press,HIIT,"Back, Core, Shoulders",Chest,Lats,3,0.6132139040595173,0.35102809893373377,,0.3660130718954248,,0.011483206041706674,-0.559049076587859,,-0.6159892702904438,
Step-ups,Yoga,Calves,Shoulders,Anterior,2,0.6182597434930657,0.8811528962785669,,0.7516339869281045,,0.05454352236664645,2.0160218328699195,,1.1136043835123202,
Push Ups,HIIT,"Obliques, Core",Back,Triceps,2,0.6682252577084593,0.24248187128753734,,0.3790849673202614,,0.4809405323761567,-1.086310269693838,,-0.5573589769411975,
Pull-ups,Yoga,"Biceps, Forearms",Abs,Anterior,2,0.5907280167492033,0.4263383445005513,,0.4967320261437908,,-0.18040744628294755,-0.19323102107613513,,-0.029686336797981355,
Leg Press,Cardio,"Shoulders, Triceps",Chest,Anterior,3,0.4190720487881179,0.6229082309367333,,0.784313725490196,,-1.6452896282888967,0.7616033854116885,,1.2601801168854359,
Decline Push-ups,Strength,"Legs, Shoulders, Core",Legs,Middle,2,0.5820054234447556,0.26407683017596084,,0.4183006535947712,,-0.25484454080602587,-0.9814131762112556,,-0.38146809689345884,
Jumping Jacks,HIIT,"Shoulders, Triceps",Forearms,Lower,2,0.8264470556210806,0.3703350882252298,,0.7254901960784312,,1.831177843202943,-0.4652657509959328,,0.9963437968138277,
Resistance Band Pull-Aparts,Yoga,"Core, Obliques",Legs,Upper,1,0.5927731706306989,0.8395613559166095,,0.5424836601307189,,-0.1629544586819431,1.8139917331612492,,0.17551968992438055,
Push-ups,Cardio,"Full Body, Core, Shoulders",Back,Lower,3,0.6017038035674801,0.6901371489089393,,0.3790849673202614,,-0.08674199011171534,1.0881665490509496,,-0.5573589769411975,
Bird Dogs,Strength,"Biceps, Forearms",Back,Wrist Extensors,3,0.7713528962940275,0.4731081104685973,,0.7450980392156863,,1.3610138676102437,0.03395220896643799,,1.0842892368376977,
Jumping Jacks,Strength,"Glutes, Hamstrings",Abs,Posterior,2,0.2800172703152966,0.5371338826051159,,0.10457516339869281,,-2.8319589280932536,0.3449561539056084,,-1.7885951372753686,
Zottman Curls,Yoga,Calves,Back,Lateral,2,0.5789914313823704,0.2773451779690534,,0.6274509803921569,,-0.2805654249753215,-0.9169624344431127,,0.5566165966944813,
Deadlift,Cardio,Triceps,Forearms,Triceps,1,0.5779879030838573,0.18950508996478937,,0.6013071895424835,,-0.2891293609752857,-1.3436439562977818,,0.43935600999598823,
Bear Crawls,Cardio,"Back, Biceps",Forearms,Lateral,2,0.6515433864760279,0.2772704530449812,,0.633986928104575,,0.33858034402286724,-0.9173254093108296,,0.5859317433691038,
Bicycle Crunches,Yoga,Lower Abs,Arms,Anterior,1,0.528100270277896,0.4095263105843275,,0.5359477124183007,,-0.7148617445791892,-0.27489514937822057,,0.146204543249758,
