Name of Exercise,Workout_Type,Target Muscle Group,Body Part,Type of Muscle,Difficulty Level,Sets,Reps,Burns Calories (per 30 min),pseudo_target
Leg Raises,Yoga,Triceps,Forearms,Posterior,3,4,16,335.37,0.40885168
Decline Push-ups,Yoga,Triceps,Forearms,Posterior,3,4,25,335.9,0.40885168
Burpees,Yoga,"Back, Core, Shoulders",Back,Lower,3,4,23,370.3,0.40884238
Push Ups,Yoga,"Core, Obliques",Chest,Grip Strength,3,5,16,340.97,0.40883592
Leg Raises,Yoga,"Core, Lower Back",Abs,Lower,3,5,17,361.07,0.40883338
Tricep Extensions,Yoga,"Back, Hamstrings, Glutes",Forearms,Grip Strength,3,5,17,347.85,0.40882844
Dragon Flags,Yoga,"Full Body, Core, Shoulders",Arms,Quads,3,5,24,332.53,0.40882626
Decline Push-ups,Yoga,"Full Body, Core, Shoulders",Arms,Quads,3,4,16,351.01,0.40882626
Seated Rows,Yoga,"Triceps, Chest",Chest,Lats,3,5,15,337.33,0.40882477
Pistol Squats,Yoga,"Obliques, Core",Chest,Lats,3,3,10,220.36,0.40882435
Reverse Lunges,Yoga,"Legs, Shoulders, Core",Arms,Upper,3,4,21,360.07,0.4088219
Windshield Wipers,Yoga,"Glutes, Hamstrings",Forearms,Lateral,3,5,19,346.14,0.40882173
Squats,Yoga,Core,Shoulders,Lateral,3,4,16,356.9,0.40880767
Scissors Kicks,Yoga,"Shoulders, Upper Back",Shoulders,Upper,3,5,23,332.57,0.4088075
Bear Crawls,Yoga,Triceps,Back,Wrist Flexors,3,4,16,372.63,0.40879723
Bear Crawls,Yoga,"Back, Biceps",Back,Wrist Flexors,3,4,21,341.79,0.40879723
Frog Jumps,Yoga,"Lower Back, Glutes",Shoulders,Anterior,3,4,17,369.97,0.4087971
Zottman Curls,Yoga,"Core, Obliques",Chest,Lats,3,5,16,352.74,0.40879303
Bench Press,Yoga,"Chest, Triceps, Shoulders",Forearms,Wrist Flexors,3,5,21,351.77,0.40877536
Bicep Curls,Yoga,Triceps,Chest,Anterior,3,5,20,336.55,0.4087692
Shoulder Press,Yoga,Lower Abs,Abs,Lower Chest,3,5,19,370.68,0.4087663
Deadlifts,Yoga,"Legs, Shoulders, Core",Legs,Lower Chest,3,5,23,361.19,0.40876532
Step-ups,Yoga,Full Core,Shoulders,Lats,3,4,22,333.75,0.40875447
Turkish Get-ups,Yoga,"Core, Lower Back",Chest,Posterior,3,5,15,351.5,0.40874955
Scissors Kicks,Yoga,"Glutes, Hamstrings",Shoulders,Lats,3,5,23,373.52,0.4087493
Pull-ups,Yoga,"Core, Lower Back",Forearms,Triceps,3,5,15,347.35,0.4087455
Inverted Rows,Yoga,"Quadriceps, Hamstrings, Glutes",Shoulders,Lateral,3,4,16,334.74,0.40873763
Deadlift,Yoga,"Glutes, Hamstrings",Arms,Grip Strength,3,4,16,348.95,0.40873286
Pistol Squats,Yoga,"Back, Biceps",Chest,Lateral,3,5,23,352.23,0.40873012
Decline Push-ups,Yoga,"Upper Chest, Triceps",Back,Wrist Extensors,3,5,16,357.61,0.40872964
Decline Push-ups,Yoga,Full Core,Forearms,Grip Strength,3,5,19,349.09,0.408726
Rows,Yoga,"Biceps, Forearms",Forearms,Triceps,3,5,16,362.71,0.40872198
Dips,Yoga,"Glutes, Hamstrings, Core",Arms,Anterior,3,5,15,367.59,0.40872014
Face Pulls,Yoga,"Core, Shoulders, Legs",Abs,Lateral,3,4,24,375.56,0.4087165
Renegade Rows,Yoga,"Shoulders, Upper Back",Shoulders,Anterior,3,5,19,366.15,0.40871567
Dips,Yoga,"Legs, Core",Legs,Middle,2,3,12,240.81,0.4087147
Step-ups,Yoga,"Rear Deltoids, Upper Back",Forearms,Triceps,3,5,20,361.51,0.40870932
Box Jumps,Yoga,"Upper Back, Rear Deltoids",Shoulders,Lats,3,5,23,339.52,0.40870848
Scissors Kicks,Yoga,"Lower Chest, Triceps",Shoulders,Middle,3,4,17,340.36,0.40869913
Scissors Kicks,Yoga,Full Body,Chest,Middle,3,4,24,342.26,0.40867865
Step-ups,Yoga,"Lower Chest, Triceps",Back,Anterior,3,3,10,280.03,0.40866706
Shoulder Press,Yoga,"Core, Shoulders, Legs",Legs,Anterior,3,4,17,351.13,0.40865597
Bear Crawls,Yoga,"Obliques, Core",Abs,Lower,3,5,19,366.98,0.40864903
Plank,Yoga,"Core, Lower Back",Arms,Quads,3,5,17,355.24,0.4086462
Dragon Flags,Yoga,Full Core,Abs,Lateral,3,5,25,350.66,0.40864086
Flutter Kicks,Yoga,"Glutes, Hamstrings",Chest,Grip Strength,3,4,22,330.32,0.40864018
Leg Press,Yoga,"Quadriceps, Hamstrings, Glutes",Forearms,Lower,3,5,19,363.29,0.4086378
Deadlifts,Yoga,"Chest, Triceps, Shoulders",Abs,Triceps,3,5,21,339.81,0.40863764
Dips,Yoga,"Lower Chest, Triceps",Forearms,Lats,3,5,22,329.91,0.4086363
Push Ups,Yoga,"Back, Biceps",Abs,Anterior,3,4,19,362.45,0.4086306
Pull-ups,Yoga,"Legs, Core",Chest,Grip Strength,3,5,17,355.7,0.408625
Squats,Yoga,"Obliques, Core",Chest,Posterior,3,5,25,348.93,0.4086168
Kettlebell Swings,Yoga,"Back, Biceps",Legs,Lower,3,4,25,332.89,0.40860733
Dragon Flags,Yoga,"Core, Lower Back",Chest,Lower,3,4,16,344.91,0.40859514
Burpees,Yoga,"Glutes, Hamstrings",Back,Grip Strength,3,4,20,344.99,0.40859511
Prone Cobras,Yoga,"Glutes, Hamstrings",Back,Grip Strength,3,4,20,363.53,0.40859511
Rows,Yoga,"Glutes, Hamstrings",Arms,Grip Strength,3,4,20,344.13,0.4085857
Step-ups,Yoga,"Shoulders, Upper Back",Back,Triceps,3,3,12,218.85,0.40858418
Thrusters,Yoga,"Lower Chest, Triceps",Arms,Anterior,3,4,22,353.9,0.40857843
Zottman Curls,Yoga,"Shoulders, Triceps",Abs,Lower,3,5,16,351.53,0.40857485
Pull-ups,Yoga,"Core, Obliques",Forearms,Lower Chest,3,5,21,357.45,0.40857047
Flutter Kicks,Yoga,"Back, Biceps",Forearms,Lower Chest,3,4,21,366.8,0.40856582
Flutter Kicks,Yoga,"Legs, Core",Legs,Wrist Flexors,3,5,25,365.98,0.40856132
Plyo Squats,Yoga,"Biceps, Forearms",Chest,Quads,3,4,23,334.99,0.40856045
Deadlift,Yoga,"Glutes, Hamstrings, Core",Arms,Grip Strength,3,4,18,342.62,0.40855983
Lunges,Yoga,Full Body,Arms,Grip Strength,3,4,18,342.68,0.40855974
Leg Press,Yoga,"Triceps, Chest",Abs,Lower Chest,3,3,12,240.21,0.40855524
Dragon Flags,Yoga,Calves,Legs,Lower Chest,3,4,25,353.61,0.40854967
Wall Angels,Yoga,"Glutes, Hamstrings, Core",Abs,Posterior,3,5,22,362.74,0.4085496
Bicep Curls,Yoga,"Legs, Shoulders, Core",Legs,Anterior,3,5,15,358.52,0.40854904
Resistance Band Pull-Aparts,Yoga,"Shoulders, Triceps",Forearms,Wrist Flexors,3,4,22,364.35,0.40854818
Scissors Kicks,Yoga,"Full Body, Core, Shoulders",Chest,Lateral,3,4,23,359.66,0.40853947
Box Jumps,Yoga,"Lower Back, Glutes",Forearms,Anterior,3,4,18,359.66,0.40853313
Deadlift,Yoga,Full Body,Chest,Posterior,3,5,17,339.05,0.40852794
Deadlift,Yoga,"Shoulders, Upper Back",Arms,Lower Chest,3,4,24,346.98,0.40852645
Decline Push-ups,Yoga,"Legs, Core",Legs,Grip Strength,3,3,10,269.24,0.4085257
Deadlift,Yoga,"Legs, Core",Legs,Grip Strength,3,5,15,335.11,0.4085257
Rows,Yoga,"Back, Core, Shoulders",Shoulders,Lateral,3,4,17,348.72,0.40852213
Step-ups,Yoga,"Obliques, Core",Chest,Upper,3,5,17,354.58,0.40851715
Flutter Kicks,Yoga,"Lower Chest, Triceps",Chest,Lower Chest,3,4,19,345.33,0.40851665
Glute Bridges,Yoga,Lower Abs,Shoulders,Wrist Extensors,3,5,21,363.97,0.40851638
Turkish Get-ups,Yoga,"Rear Deltoids, Upper Back",Chest,Wrist Flexors,3,5,20,338.73,0.40851533
Shoulder Press,Yoga,"Rear Deltoids, Upper Back",Forearms,Lower Chest,3,4,22,364.79,0.40851384
Kettlebell Swings,Yoga,Core,Abs,Triceps,3,5,22,336.17,0.40850317
Lunges,Yoga,"Quadriceps, Hamstrings, Glutes",Legs,Grip Strength,3,5,25,340.0,0.40850216
Leg Press,Yoga,Calves,Chest,Triceps,3,5,21,368.94,0.40849483
Lunges,Yoga,Calves,Legs,Anterior,3,4,23,330.53,0.4084913
Lat Pulldowns,Yoga,Lower Abs,Legs,Lateral,3,5,23,352.74,0.40848407
Face Pulls,Yoga,Core,Chest,Lateral,3,4,17,349.18,0.40847826
Calf Raises,Yoga,"Triceps, Chest",Legs,Lateral,3,5,22,342.52,0.4084776
Scissors Kicks,Yoga,"Triceps, Chest",Chest,Wrist Flexors,3,5,16,356.06,0.40847525
Decline Push-ups,Yoga,"Legs, Core",Back,Lower Chest,3,4,19,330.05,0.40847236
Face Pulls,Yoga,"Lower Chest, Triceps",Legs,Middle,3,4,18,333.74,0.4084677
Decline Push-ups,Yoga,Lower Abs,Forearms,Anterior,3,3,10,275.19,0.40844852
Flutter Kicks,Yoga,"Lower Chest, Triceps",Chest,Grip Strength,3,5,24,355.45,0.4084451
Bicep Curls,Yoga,"Rear Deltoids, Upper Back",Back,Lower,3,4,17,343.26,0.40843973
Rows,Yoga,"Glutes, Hamstrings",Arms,Upper,3,4,18,329.39,0.40843865
Pull-ups,Yoga,"Quadriceps, Hamstrings, Glutes",Forearms,Lower,3,5,15,342.9,0.40843704
Plyo Squats,Yoga,"Upper Chest, Triceps",Legs,Lower,3,5,17,346.82,0.40843704
Shoulder Press,Yoga,"Back, Core, Shoulders",Shoulders,Anterior,3,5,17,354.1,0.408434
Wall Angels,Yoga,"Rear Deltoids, Upper Back",Forearms,Posterior,3,5,18,332.38,0.40843207
Lat Pulldowns,Yoga,Full Core,Shoulders,Lats,3,4,18,361.61,0.408429
Zottman Curls,Yoga,"Core, Shoulders, Legs",Legs,Grip Strength,3,4,19,343.85,0.40842742
Push Ups,Yoga,"Back, Core, Shoulders",Chest,Wrist Flexors,3,5,25,332.88,0.4084274
Lunges,Yoga,Lower Abs,Back,Posterior,3,5,18,360.04,0.408423
Turkish Get-ups,Yoga,"Back, Biceps",Chest,Wrist Flexors,3,4,19,330.07,0.40842175
Bear Crawls,Yoga,Triceps,Forearms,Lower Chest,3,4,23,352.34,0.40842026
Squats,Yoga,"Full Body, Core, Shoulders",Legs,Lateral,3,5,22,364.85,0.40841344
Burpees,Yoga,"Glutes, Hamstrings, Core",Arms,Upper,3,4,19,331.37,0.40841278
Russian Twists,Yoga,"Obliques, Core",Forearms,Upper,3,4,15,339.3,0.4084127
Decline Push-ups,Yoga,Lower Abs,Forearms,Middle,3,5,19,331.29,0.40839356
Decline Push-ups,Yoga,"Chest, Triceps, Shoulders",Abs,Lateral,3,5,24,355.53,0.40839127
Leg Raises,Yoga,"Shoulders, Upper Back",Back,Lower Chest,3,4,24,336.88,0.4083887
Leg Raises,Yoga,"Obliques, Core",Forearms,Posterior,3,4,23,339.2,0.4083822
Scissors Kicks,Yoga,"Full Body, Core, Shoulders",Legs,Lateral,3,4,18,329.35,0.40836897
Kettlebell Swings,Yoga,Triceps,Back,Anterior,3,4,17,336.94,0.40836543
Plyo Squats,Yoga,Calves,Shoulders,Wrist Flexors,3,4,22,348.86,0.4083558
Bicep Curls,Yoga,"Core, Obliques",Arms,Middle,3,5,21,341.48,0.40834916
Prone Cobras,Yoga,"Upper Chest, Triceps",Forearms,Grip Strength,3,5,22,332.89,0.4083487
Plyometric Push-ups,Yoga,"Upper Chest, Triceps",Forearms,Grip Strength,3,4,17,342.53,0.4083487
Wall Angels,Yoga,"Legs, Shoulders, Core",Arms,Middle,3,4,25,380.85,0.40834668
Bench Press,Yoga,"Back, Core, Shoulders",Forearms,Anterior,3,4,15,340.11,0.4083359
Leg Raises,Yoga,Full Body,Abs,Lower Chest,3,5,19,346.21,0.40833476
Mountain Climbers,Yoga,"Glutes, Hamstrings, Core",Forearms,Triceps,3,5,16,357.87,0.40832978
Prone Cobras,Yoga,"Full Body, Core, Shoulders",Back,Wrist Flexors,3,5,16,333.49,0.4083194
Inverted Rows,Yoga,"Glutes, Hamstrings",Back,Anterior,3,5,22,362.13,0.40831178
Dips,Yoga,"Triceps, Chest",Arms,Upper,3,4,16,341.29,0.40829596
Bulgarian Split Squats,Yoga,Calves,Back,Grip Strength,3,4,17,349.97,0.4082887
Renegade Rows,Yoga,"Shoulders, Upper Back",Chest,Lower Chest,3,5,16,364.83,0.4082882
Lunges,Yoga,"Glutes, Hamstrings, Core",Chest,Middle,3,4,21,358.36,0.40827984
Flutter Kicks,Yoga,Full Body,Back,Grip Strength,3,4,16,347.6,0.408271
Prone Cobras,Yoga,Full Body,Legs,Quads,3,4,16,357.51,0.4082696
Inverted Rows,Yoga,"Shoulders, Triceps",Forearms,Lateral,3,4,20,343.27,0.4082689
Burpees,Yoga,Full Body,Arms,Grip Strength,3,5,20,352.99,0.4082632
Frog Jumps,Yoga,"Lower Back, Glutes",Arms,Triceps,3,5,16,344.47,0.40825298
Zottman Curls,Yoga,Full Core,Abs,Lower Chest,3,4,18,358.65,0.40824857
Resistance Band Pull-Aparts,Yoga,"Quadriceps, Hamstrings, Glutes",Arms,Middle,3,5,18,338.95,0.40824446
Resistance Band Pull-Aparts,Yoga,"Quadriceps, Hamstrings, Glutes",Abs,Middle,3,4,21,344.71,0.40824446
Superman,Yoga,"Full Body, Core, Shoulders",Back,Triceps,3,4,17,349.28,0.40823865
Face Pulls,Yoga,"Core, Lower Back",Forearms,Anterior,3,4,20,358.9,0.4082332
Shoulder Press,Yoga,"Core, Lower Back",Shoulders,Middle,3,4,23,335.79,0.4082323
Bench Press,Yoga,"Legs, Core",Arms,Anterior,3,5,21,349.5,0.40822956
Push Ups,Yoga,"Lower Chest, Triceps",Legs,Lower Chest,3,4,24,368.69,0.4082256
Push Ups,Yoga,"Lower Chest, Triceps",Legs,Lower Chest,3,4,23,360.16,0.4082256
Russian Twists,Yoga,"Triceps, Chest",Forearms,Lower Chest,3,4,18,334.1,0.4082223
Reverse Lunges,Yoga,Quadriceps,Back,Wrist Flexors,3,4,17,355.29,0.40821862
Decline Push-ups,Yoga,"Obliques, Core",Back,Grip Strength,3,5,23,333.44,0.40821224
Deadlift,Yoga,"Obliques, Core",Back,Grip Strength,3,5,24,371.56,0.40821224
Bear Crawls,Yoga,"Back, Core, Shoulders",Forearms,Grip Strength,3,4,18,367.5,0.40821034
Zottman Curls,Yoga,"Rear Deltoids, Upper Back",Shoulders,Grip Strength,3,4,16,354.53,0.4082099
Pull-ups,Yoga,Quadriceps,Abs,Lower Chest,3,4,24,368.76,0.4082066
Bulgarian Split Squats,Yoga,Lower Abs,Forearms,Middle,3,5,17,343.58,0.40820462
Rows,Yoga,"Quadriceps, Hamstrings, Glutes",Forearms,Lower Chest,3,5,16,328.74,0.40820307
Rows,Yoga,"Upper Chest, Triceps",Forearms,Grip Strength,3,4,16,359.55,0.40820155
Frog Jumps,Yoga,Full Body,Forearms,Lateral,3,3,5,240.09,0.40819737
Pistol Squats,Yoga,"Obliques, Core",Back,Posterior,3,5,24,351.11,0.40819418
Plyo Squats,Yoga,Full Core,Abs,Lower,3,5,17,353.42,0.40818664
Prone Cobras,Yoga,Full Body,Shoulders,Quads,3,4,18,332.16,0.40818602
Prone Cobras,Yoga,Full Body,Shoulders,Quads,3,4,15,367.75,0.40818602
Frog Jumps,Yoga,"Chest, Triceps",Chest,Lateral,3,5,15,339.36,0.40818232
Resistance Band Pull-Aparts,Yoga,"Lower Abs, Hip Flexors",Shoulders,Anterior,3,4,16,354.57,0.4081773
Dips,Yoga,"Lower Chest, Triceps",Arms,Lower,3,3,8,250.27,0.40817454
Step-ups,Yoga,"Glutes, Hamstrings, Core",Back,Lower,3,4,15,360.7,0.40816557
Kettlebell Swings,Yoga,"Back, Biceps",Chest,Wrist Flexors,3,4,16,333.23,0.4081628
Bicep Curls,Yoga,Lower Abs,Back,Wrist Flexors,3,5,17,336.96,0.40816262
Deadlift,Yoga,"Legs, Core",Shoulders,Anterior,3,4,16,360.08,0.40815878
Lat Pulldowns,Yoga,"Core, Obliques",Abs,Triceps,3,4,25,330.55,0.40815678
Push Ups,Yoga,"Back, Core, Shoulders",Abs,Quads,3,4,16,328.19,0.40815428
Frog Jumps,Yoga,"Legs, Shoulders, Core",Shoulders,Lats,3,4,17,337.45,0.40814194
Superman,Yoga,"Shoulders, Upper Back",Abs,Upper,3,5,20,339.3,0.40814
Dips,Yoga,"Core, Obliques",Legs,Lateral,3,5,15,356.97,0.4081394
Lat Pulldowns,Yoga,"Lower Abs, Hip Flexors",Forearms,Anterior,3,5,25,349.48,0.4081316
Incline Push-ups,Yoga,"Shoulders, Triceps",Shoulders,Middle,3,5,20,355.96,0.4081285
Leg Raises,Yoga,"Glutes, Hamstrings",Abs,Quads,3,4,22,368.58,0.40811157
Wall Angels,Yoga,"Glutes, Hamstrings",Arms,Wrist Flexors,3,4,16,333.93,0.40810972
Burpees,Yoga,Full Body,Chest,Lower Chest,3,4,25,338.02,0.40809652
Box Jumps,Yoga,"Quadriceps, Hamstrings, Glutes",Shoulders,Lower Chest,3,4,17,325.19,0.40808478
Bulgarian Split Squats,Yoga,"Upper Chest, Triceps",Abs,Lateral,3,3,20,150.33,0.40807462
Zottman Curls,Yoga,Lower Abs,Abs,Wrist Flexors,3,4,18,366.14,0.40807292
Renegade Rows,Yoga,Triceps,Forearms,Anterior,3,5,18,363.43,0.40806538
Burpees,Yoga,Triceps,Forearms,Triceps,3,5,22,342.15,0.40806538
Box Jumps,Yoga,"Glutes, Hamstrings, Core",Shoulders,Lats,3,4,20,362.72,0.4080651
Frog Jumps,Yoga,Calves,Abs,Wrist Extensors,3,4,21,365.89,0.4080536
Deadlifts,Yoga,"Obliques, Core",Abs,Triceps,3,4,19,356.26,0.40804046
Superman,Yoga,"Back, Hamstrings, Glutes",Forearms,Upper,3,5,20,338.21,0.40803537
Prone Cobras,Yoga,"Shoulders, Upper Back",Back,Triceps,3,4,20,355.22,0.40803382
Renegade Rows,Yoga,"Shoulders, Upper Back",Back,Triceps,3,5,15,327.28,0.40803382
Calf Raises,Yoga,"Triceps, Chest",Abs,Middle,3,4,25,331.85,0.40803298
Kettlebell Swings,Yoga,"Full Body, Core, Shoulders",Abs,Anterior,3,4,24,333.78,0.40802535
Box Jumps,Yoga,"Lower Abs, Hip Flexors",Chest,Upper,3,4,19,341.91,0.40801042
Step-ups,Yoga,"Legs, Shoulders, Core",Legs,Quads,3,5,21,369.89,0.4079971
Pull-ups,Yoga,Quadriceps,Arms,Upper,3,5,22,363.6,0.407988
Bulgarian Split Squats,Yoga,"Shoulders, Upper Back",Arms,Anterior,3,5,15,357.12,0.40798262
Plank,Yoga,"Shoulders, Upper Back",Arms,Wrist Flexors,3,4,23,360.62,0.4079722
Plyometric Push-ups,Yoga,"Legs, Core",Abs,Lower Chest,3,5,18,365.84,0.40796956
Scissors Kicks,Yoga,"Core, Shoulders, Legs",Forearms,Middle,3,5,15,343.51,0.40796596
Renegade Rows,Yoga,"Lower Chest, Triceps",Chest,Middle,3,5,23,361.1,0.40796125
Leg Raises,Yoga,"Lower Chest, Triceps",Chest,Middle,3,5,15,349.91,0.40796125
Bulgarian Split Squats,Yoga,"Chest, Triceps, Shoulders",Forearms,Lower,3,4,15,371.19,0.40796062
Push-ups,Yoga,Full Body,Abs,Grip Strength,3,5,22,335.52,0.40795916
Turkish Get-ups,Yoga,"Full Body, Core, Shoulders",Forearms,Lats,3,4,19,356.66,0.407947
Plyo Squats,Yoga,"Core, Lower Back",Chest,Upper,3,4,17,349.7,0.4079458
Step-ups,Yoga,Calves,Abs,Quads,3,5,20,349.73,0.40794444
Prone Cobras,Yoga,"Glutes, Hamstrings",Abs,Lower,3,4,15,336.03,0.407926
Step-ups,Yoga,"Triceps, Chest",Abs,Lats,3,5,18,337.45,0.40792438
Flutter Kicks,Yoga,"Quadriceps, Calves, Glutes",Abs,Lower,3,4,25,343.4,0.40792015
Turkish Get-ups,Yoga,"Core, Lower Back",Chest,Middle,3,4,21,340.94,0.4079083
Incline Push-ups,Yoga,"Shoulders, Upper Back",Arms,Wrist Extensors,3,4,21,355.83,0.40790528
Lunges,Yoga,"Triceps, Chest",Chest,Grip Strength,3,5,22,371.24,0.40788975
Wall Angels,Yoga,"Legs, Core",Back,Grip Strength,3,5,24,371.94,0.4078876
Rows,Yoga,"Shoulders, Upper Back",Back,Anterior,3,5,21,335.44,0.40788665
Shoulder Press,Yoga,"Core, Lower Back",Arms,Upper,3,4,24,333.73,0.40787944
Calf Raises,Yoga,Quadriceps,Chest,Wrist Flexors,3,4,18,338.82,0.4078752
Plyometric Push-ups,Yoga,Full Body,Shoulders,Quads,3,4,19,346.49,0.40787435
Thrusters,Yoga,"Chest, Triceps, Shoulders",Forearms,Lower,3,3,20,191.03,0.40787342
Kettlebell Swings,Yoga,"Legs, Core",Forearms,Lats,3,5,18,329.11,0.40787238
Zottman Curls,Yoga,Full Core,Shoulders,Quads,3,4,21,357.56,0.40787232
Prone Cobras,Yoga,"Full Body, Core, Shoulders",Forearms,Grip Strength,3,4,23,347.98,0.4078709
Box Jumps,Yoga,"Biceps, Forearms",Back,Middle,3,5,24,351.68,0.4078669
Prone Cobras,Yoga,Full Core,Shoulders,Anterior,3,5,19,363.94,0.40786445
Mountain Climbers,Yoga,"Upper Chest, Triceps",Arms,Lats,3,5,23,372.27,0.40786275
Face Pulls,Yoga,Full Body,Chest,Quads,3,5,17,360.89,0.4078566
Squats,Yoga,"Triceps, Chest",Abs,Upper,3,4,25,367.26,0.40785232
Scissors Kicks,Yoga,Core,Chest,Middle,3,4,24,336.4,0.40785027
Windshield Wipers,Yoga,"Upper Chest, Triceps",Back,Lower,3,5,25,353.38,0.40784562
Face Pulls,Yoga,"Triceps, Chest",Abs,Lower Chest,3,4,25,335.3,0.4078422
Inverted Rows,Yoga,Full Body,Back,Triceps,3,4,24,340.35,0.40784213
Deadlift,Yoga,"Shoulders, Upper Back",Chest,Middle,3,5,22,344.79,0.4078417
Flutter Kicks,Yoga,"Glutes, Hamstrings",Chest,Lower,3,4,16,362.06,0.4078333
Pull-ups,Yoga,"Obliques, Core",Abs,Lats,3,4,20,357.54,0.4078261
Resistance Band Pull-Aparts,Yoga,"Glutes, Hamstrings",Back,Posterior,3,4,18,344.47,0.4078255
Rows,Yoga,"Obliques, Core",Chest,Upper,3,5,17,375.69,0.40781963
Dips,Yoga,Calves,Legs,Middle,2,4,20,350.23,0.40781465
Shoulder Press,Yoga,"Rear Deltoids, Upper Back",Forearms,Quads,3,4,21,347.63,0.40780893
Deadlifts,Yoga,"Glutes, Hamstrings",Shoulders,Middle,3,5,22,349.01,0.40780658
Bulgarian Split Squats,Yoga,"Quadriceps, Hamstrings, Glutes",Forearms,Triceps,3,4,19,351.81,0.4078064
Inverted Rows,Yoga,"Obliques, Core",Abs,Lateral,3,5,23,333.02,0.4077941
Zottman Curls,Yoga,"Chest, Triceps, Shoulders",Back,Grip Strength,3,5,20,352.99,0.40778968
Plyometric Push-ups,Yoga,"Legs, Core",Arms,Wrist Flexors,3,4,25,333.96,0.40778807
Plyometric Push-ups,Yoga,"Legs, Core",Arms,Wrist Flexors,3,4,25,343.38,0.40778807
Deadlift,Yoga,"Quadriceps, Hamstrings, Glutes",Legs,Middle,3,5,21,340.95,0.4077876
Pull-ups,Yoga,"Quadriceps, Calves, Glutes",Abs,Lats,3,3,8,248.93,0.40778163
Bench Press,Yoga,"Triceps, Chest",Back,Anterior,3,4,16,335.47,0.40778095
Box Jumps,Yoga,Lower Abs,Abs,Upper,3,5,20,331.9,0.40777525
Wall Angels,Yoga,"Shoulders, Upper Back",Chest,Lower Chest,3,4,17,345.11,0.407775
Kettlebell Swings,Yoga,"Shoulders, Triceps",Legs,Lateral,3,4,23,360.39,0.4077524
Calf Raises,Yoga,Full Body,Forearms,Grip Strength,3,5,16,352.81,0.40774012
Lat Pulldowns,Yoga,"Shoulders, Upper Back",Arms,Lower Chest,3,5,19,365.33,0.40773612
Lat Pulldowns,Yoga,"Legs, Core",Legs,Grip Strength,3,5,16,356.86,0.40773538
Zottman Curls,Yoga,"Back, Biceps",Back,Lower Chest,3,4,25,335.37,0.40773353
Resistance Band Pull-Aparts,Yoga,"Core, Shoulders, Hips",Arms,Triceps,3,5,17,351.54,0.40773174
Incline Push-ups,Yoga,"Quadriceps, Hamstrings, Glutes",Forearms,Wrist Extensors,3,5,24,348.02,0.40772906
Inverted Rows,Yoga,Triceps,Forearms,Quads,3,5,15,340.41,0.40772742
Rows,Yoga,"Triceps, Chest",Arms,Upper,3,5,19,370.18,0.40770516
Tricep Dips,Yoga,"Legs, Shoulders, Core",Forearms,Lower Chest,3,4,24,372.92,0.40769306
Thrusters,Yoga,"Rear Deltoids, Upper Back",Arms,Upper,3,5,15,334.67,0.40769228
Push Ups,Yoga,Quadriceps,Back,Lats,3,4,15,332.52,0.4076909
Zottman Curls,Yoga,Triceps,Abs,Wrist Flexors,3,5,25,331.66,0.40768978
Bench Press,Yoga,"Lower Back, Glutes",Chest,Quads,3,5,19,363.37,0.4076834
Renegade Rows,Yoga,Calves,Legs,Lower,3,5,20,338.82,0.40767124
Bicycle Crunches,Yoga,Calves,Abs,Posterior,3,5,15,338.09,0.40766495
Bird Dogs,Yoga,"Back, Hamstrings, Glutes",Chest,Lower,3,5,21,346.64,0.40764004
Plyo Squats,Yoga,"Full Body, Core, Shoulders",Legs,Middle,3,4,16,352.24,0.4076154
Burpees,Yoga,"Legs, Core",Abs,Anterior,3,5,25,349.19,0.40761468
Frog Jumps,Yoga,"Biceps, Forearms",Abs,Triceps,3,3,12,200.97,0.40761393
Prone Cobras,Yoga,"Core, Obliques",Forearms,Lower Chest,3,4,16,341.64,0.40760523
Leg Raises,Yoga,Quadriceps,Shoulders,Wrist Flexors,3,5,23,356.77,0.40760398
Superman,Yoga,"Legs, Shoulders, Core",Arms,Lower,3,5,22,329.45,0.40760347
Push-ups,Yoga,"Quadriceps, Calves, Glutes",Chest,Lats,3,5,15,352.31,0.40759984
Tricep Dips,Yoga,"Obliques, Core",Forearms,Triceps,3,5,22,344.75,0.4075959
Plyometric Push-ups,Yoga,"Lower Back, Glutes",Legs,Lower,3,4,18,335.45,0.40759483
Zottman Curls,Yoga,"Chest, Triceps, Shoulders",Arms,Middle,3,3,10,129.64,0.40758914
Burpees,Yoga,"Back, Core, Shoulders",Forearms,Quads,3,3,20,221.04,0.40758905
Squats,Yoga,Calves,Shoulders,Lower,3,4,18,342.26,0.40758765
Resistance Band Pull-Aparts,Yoga,"Legs, Shoulders, Core",Arms,Middle,3,4,18,363.75,0.4075873
Deadlifts,Yoga,"Shoulders, Upper Back",Shoulders,Lower,3,4,15,333.73,0.40758356
Zottman Curls,Yoga,"Glutes, Hamstrings, Core",Legs,Posterior,3,5,22,333.09,0.40756485
Bulgarian Split Squats,Yoga,"Glutes, Hamstrings, Core",Abs,Lower,3,5,22,346.82,0.407564
Tricep Dips,Yoga,"Legs, Core",Abs,Middle,3,3,12,249.66,0.40755972
Bicycle Crunches,Yoga,"Quadriceps, Calves, Glutes",Forearms,Grip Strength,3,5,23,335.26,0.40753704
Tricep Dips,Yoga,"Core, Obliques",Forearms,Grip Strength,3,5,15,331.19,0.40753368
Bear Crawls,Yoga,"Quadriceps, Calves, Glutes",Shoulders,Lower Chest,3,4,21,354.52,0.40752622
